D = 2;
n = [ 4 4 ];
N = 41;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.10 0.28 0.03 0.66 0.87 0.62 0.47 0.91 0.08 0.00 0.63 0.94 0.80 0.97 0.28 0.56 0.56 1.00 0.69 0.12 0.55 0.55 0.06 0.62 0.57 0.67 0.90 0.80 0.28 0.29 0.48 0.09 0.11 0.96 0.17 0.83 0.38 0.56 0.34 0.14 ]
[0.10 1.00 0.61 0.62 0.86 0.93 0.10 0.64 0.81 0.79 0.04 0.06 0.05 0.49 0.05 0.62 0.94 0.09 0.49 0.20 0.90 0.27 0.07 0.94 0.01 0.08 0.25 0.83 0.47 0.73 0.05 0.07 0.25 0.26 0.69 0.27 0.79 0.15 0.46 0.59 0.29 ]
[0.28 0.61 1.00 0.78 0.82 0.70 0.68 0.01 0.71 0.19 0.70 0.11 0.45 0.45 0.71 0.90 0.52 0.12 0.77 0.14 0.98 0.09 0.62 0.07 0.15 0.10 0.34 0.21 0.01 0.15 0.02 0.25 0.25 0.13 0.14 0.78 0.99 0.79 0.27 0.54 0.81 ]
[0.03 0.62 0.78 1.00 0.35 0.20 0.60 0.03 0.17 0.54 0.45 0.81 0.66 0.38 0.50 0.14 0.74 0.13 0.00 0.01 0.26 0.84 0.78 0.00 0.54 0.57 0.54 0.26 0.68 0.23 0.98 0.24 0.87 0.89 0.40 0.75 0.92 0.24 0.58 0.15 0.87 ]
[0.66 0.86 0.82 0.35 1.00 0.35 0.34 0.66 0.81 0.04 0.65 0.43 0.69 1.00 0.33 0.22 0.57 0.31 0.51 0.49 0.12 0.96 0.19 0.62 0.79 0.56 0.43 0.62 0.86 0.15 0.43 0.07 0.97 0.36 0.65 0.84 0.13 0.06 0.15 0.50 0.79 ]
[0.87 0.93 0.70 0.20 0.35 1.00 0.65 0.27 0.57 0.48 0.57 0.46 0.48 0.97 0.22 0.54 0.14 0.08 0.43 0.39 0.94 0.22 0.20 0.41 0.45 0.23 0.78 0.55 0.09 0.08 0.08 0.65 0.19 0.41 0.42 0.88 0.18 0.46 0.75 0.80 0.45 ]
[0.62 0.10 0.68 0.60 0.34 0.65 1.00 0.01 0.22 0.81 0.89 0.17 0.09 0.65 0.76 0.11 0.84 0.65 0.77 0.15 0.43 0.77 0.22 0.86 0.07 0.75 0.92 0.99 0.76 0.83 0.86 0.25 0.97 0.14 0.47 0.98 0.41 0.70 0.66 0.70 0.70 ]
[0.47 0.64 0.01 0.03 0.66 0.27 0.01 1.00 0.51 0.44 0.48 0.24 0.95 0.13 0.69 0.18 0.25 0.75 0.06 0.54 0.96 0.32 0.19 0.06 0.33 0.51 0.83 0.51 0.29 0.78 0.78 0.32 0.68 0.77 0.13 0.73 0.06 0.33 0.92 0.73 0.37 ]
[0.91 0.81 0.71 0.17 0.81 0.57 0.22 0.51 1.00 0.71 0.53 0.50 0.22 0.68 0.56 0.20 0.87 0.49 0.10 0.20 0.84 0.11 0.09 0.49 0.54 0.46 0.77 0.83 0.08 0.08 0.57 0.09 0.67 0.80 0.37 0.75 0.48 0.79 0.91 0.73 0.45 ]
[0.08 0.79 0.19 0.54 0.04 0.48 0.81 0.44 0.71 1.00 0.03 0.40 0.94 0.85 0.80 0.33 0.19 0.32 0.59 0.72 0.24 0.42 0.14 0.31 0.59 0.01 0.30 0.76 0.78 0.02 0.86 0.54 0.44 0.05 0.34 0.97 0.98 0.66 0.65 0.77 0.71 ]
[0.00 0.04 0.70 0.45 0.65 0.57 0.89 0.48 0.53 0.03 1.00 0.60 0.95 0.33 0.73 0.83 0.65 0.13 0.45 0.65 0.44 0.91 0.89 0.25 0.94 0.46 0.54 0.74 0.40 0.59 0.39 0.88 0.97 0.51 0.09 0.94 0.58 0.04 0.86 0.65 0.37 ]
[0.63 0.06 0.11 0.81 0.43 0.46 0.17 0.24 0.50 0.40 0.60 1.00 0.84 0.66 0.14 0.21 0.86 0.89 0.07 0.91 0.34 0.32 0.60 0.54 0.98 0.03 0.89 0.43 0.27 0.50 0.41 0.59 0.47 0.33 0.54 0.53 0.63 1.00 0.50 0.31 0.69 ]
