D = 2;
n = [ 5 5 ];
N = 50;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.73 0.14 0.64 0.19 0.59 0.82 0.28 0.14 0.74 0.12 0.85 0.49 0.49 0.35 0.93 0.50 0.67 0.40 0.58 0.16 0.64 0.23 0.48 0.63 0.69 0.92 0.69 0.33 0.36 0.35 0.31 0.58 0.97 0.17 0.65 0.13 0.53 0.64 0.61 0.80 0.86 0.53 0.76 0.72 0.04 0.56 0.94 0.36 0.52 ]
[0.73 1.00 0.56 0.47 0.19 0.12 0.88 0.19 0.08 0.48 0.56 0.02 0.70 0.37 0.58 0.37 0.30 0.74 0.55 0.16 0.74 0.18 0.96 0.75 0.57 0.01 0.14 0.71 0.91 0.29 0.39 0.54 0.23 0.33 0.17 0.15 0.55 0.39 0.92 0.00 0.51 0.73 0.83 0.87 0.33 0.84 0.14 0.22 0.97 0.80 ]
[0.14 0.56 1.00 0.26 0.37 0.61 0.41 0.80 0.50 0.95 0.28 0.55 0.83 0.40 0.64 0.80 0.91 0.95 0.57 0.95 0.12 0.25 0.34 0.02 0.21 0.59 0.08 0.72 0.20 0.51 0.35 0.55 0.50 0.62 0.20 0.52 0.67 1.00 0.94 0.46 0.25 0.81 0.90 0.27 0.68 0.10 0.56 0.91 0.53 0.75 ]
[0.64 0.47 0.26 1.00 0.72 0.65 0.45 0.55 0.98 0.13 0.71 0.63 0.25 0.73 0.46 0.73 0.53 0.43 0.14 0.54 0.25 0.16 0.54 0.83 0.02 0.36 0.53 0.85 0.90 0.20 0.17 0.12 0.96 0.27 1.00 0.58 0.36 0.57 0.69 0.41 0.93 0.12 0.38 0.44 0.96 0.67 0.02 0.42 0.74 0.70 ]
[0.19 0.19 0.37 0.72 1.00 0.33 0.10 0.42 0.38 0.19 0.62 0.61 0.87 0.06 0.31 0.31 0.58 0.82 0.87 0.10 0.25 0.79 0.14 0.11 0.31 0.45 0.88 0.43 0.38 0.94 0.46 0.43 0.81 0.11 0.61 0.69 0.68 0.95 0.28 0.89 0.27 0.64 0.08 0.09 0.93 0.53 0.81 0.92 0.33 0.07 ]
[0.59 0.12 0.61 0.65 0.33 1.00 0.30 0.68 0.30 0.09 0.10 0.97 0.83 0.56 0.82 0.11 0.16 0.22 0.53 0.21 0.41 0.93 0.61 0.46 0.68 0.71 0.04 0.96 0.09 0.60 0.54 0.54 0.87 0.85 0.43 0.18 0.43 0.40 0.38 0.94 0.80 0.82 0.59 0.12 0.18 0.34 0.95 0.88 0.75 0.73 ]
[0.82 0.88 0.41 0.45 0.10 0.30 1.00 0.78 0.84 0.61 0.28 0.36 0.17 0.98 0.71 0.59 0.57 0.95 0.57 0.60 0.24 0.47 0.99 0.31 0.48 0.77 0.71 0.15 0.21 0.85 0.50 0.61 0.70 0.47 0.46 0.74 0.02 0.92 0.64 0.53 0.43 0.26 0.90 0.92 0.84 0.43 0.18 0.86 0.13 0.20 ]
[0.28 0.19 0.80 0.55 0.42 0.68 0.78 1.00 0.73 0.18 0.55 0.30 0.09 0.69 0.78 0.56 0.52 0.76 0.51 0.41 0.89 0.73 0.52 0.82 0.82 0.99 0.49 0.92 0.17 0.63 0.85 0.04 0.67 0.01 0.25 0.64 0.28 0.61 0.24 0.04 0.80 0.61 0.92 0.71 0.18 0.85 0.37 0.27 0.27 0.99 ]
[0.14 0.08 0.50 0.98 0.38 0.30 0.84 0.73 1.00 0.47 0.65 0.37 0.16 0.93 0.58 0.80 0.13 0.10 0.81 0.30 0.61 0.05 0.54 0.84 0.32 0.29 0.10 0.30 0.92 0.51 0.14 0.49 0.48 0.79 0.16 0.77 0.40 0.18 0.54 0.22 0.04 0.28 0.04 0.15 0.52 0.02 0.93 0.67 0.48 0.42 ]
[0.74 0.48 0.95 0.13 0.19 0.09 0.61 0.18 0.47 1.00 0.36 0.71 0.16 0.45 0.58 0.78 0.36 0.46 0.95 1.00 0.26 0.36 0.35 0.33 0.23 0.92 0.58 0.50 0.78 0.20 0.58 0.94 0.69 0.96 0.39 0.96 0.48 0.97 0.00 0.23 0.99 0.22 0.61 0.62 0.38 0.20 0.62 0.18 0.44 0.76 ]
[0.12 0.56 0.28 0.71 0.62 0.10 0.28 0.55 0.65 0.36 1.00 0.96 0.71 0.70 0.42 0.30 0.44 0.62 0.72 0.32 0.11 0.96 0.44 0.70 0.79 0.64 0.19 0.19 0.30 0.86 0.57 0.76 0.10 0.38 0.69 0.41 0.80 0.35 0.08 0.82 0.39 0.50 0.36 0.67 0.26 0.23 0.58 0.50 0.30 0.56 ]
[0.85 0.02 0.55 0.63 0.61 0.97 0.36 0.30 0.37 0.71 0.96 1.00 0.33 0.16 0.60 0.70 0.13 0.94 0.67 0.54 0.20 0.58 0.15 0.40 0.81 0.81 0.32 0.29 0.49 0.73 0.38 0.82 0.23 0.10 0.93 0.88 0.56 0.13 0.25 0.07 0.46 0.44 0.68 0.07 0.78 0.80 0.90 0.86 0.37 0.78 ]
[0.49 0.70 0.83 0.25 0.87 0.83 0.17 0.09 0.16 0.16 0.71 0.33 1.00 0.31 0.14 0.63 0.36 0.95 0.38 0.82 0.15 0.28 0.86 0.35 0.69 0.50 0.12 0.39 0.95 0.54 0.13 0.54 0.21 0.53 0.14 0.31 0.67 0.19 0.88 0.98 0.79 0.60 0.70 0.25 0.48 0.68 0.52 0.49 0.75 0.40 ]
[0.49 0.37 0.40 0.73 0.06 0.56 0.98 0.69 0.93 0.45 0.70 0.16 0.31 1.00 0.75 0.28 0.28 0.95 0.40 0.14 0.51 0.64 0.01 0.15 0.39 0.41 0.91 0.77 0.79 0.25 0.27 0.89 0.07 0.89 0.50 0.64 0.66 0.36 0.25 0.31 0.89 0.34 0.55 0.53 0.89 0.17 0.58 0.70 0.72 0.37 ]
[0.35 0.58 0.64 0.46 0.31 0.82 0.71 0.78 0.58 0.58 0.42 0.60 0.14 0.75 1.00 0.39 0.85 0.73 0.50 0.23 0.72 0.64 0.35 0.53 0.29 0.80 0.39 0.57 0.25 0.02 0.20 0.39 0.86 0.23 0.03 0.82 0.89 0.32 0.26 0.81 0.18 0.31 0.47 0.93 0.05 0.15 0.41 0.83 0.69 0.61 ]
[0.93 0.37 0.80 0.73 0.31 0.11 0.59 0.56 0.80 0.78 0.30 0.70 0.63 0.28 0.39 1.00 0.59 0.02 0.26 0.20 0.73 0.19 0.41 0.65 0.14 0.94 0.02 0.71 0.99 0.89 0.17 0.69 0.18 0.48 0.22 0.05 0.61 0.94 0.59 0.00 0.78 0.12 0.28 0.24 0.47 0.90 0.50 0.17 0.59 0.59 ]
[0.50 0.30 0.91 0.53 0.58 0.16 0.57 0.52 0.13 0.36 0.44 0.13 0.36 0.28 0.85 0.59 1.00 0.09 0.30 0.74 0.70 0.44 0.75 0.99 0.35 0.53 0.43 0.05 0.77 0.55 0.94 0.53 0.23 0.48 0.49 0.29 0.31 0.34 0.64 0.75 0.24 0.18 0.15 0.94 0.54 0.46 0.44 0.25 0.68 0.56 ]
[0.67 0.74 0.95 0.43 0.82 0.22 0.95 0.76 0.10 0.46 0.62 0.94 0.95 0.95 0.73 0.02 0.09 1.00 0.47 0.03 0.83 0.43 0.72 0.27 0.41 0.28 0.15 0.15 0.87 0.96 0.56 0.61 0.85 0.24 0.63 0.28 0.14 0.75 0.57 0.55 0.76 0.19 0.94 0.34 0.19 0.41 0.30 0.43 0.97 0.09 ]
[0.40 0.55 0.57 0.14 0.87 0.53 0.57 0.51 0.81 0.95 0.72 0.67 0.38 0.40 0.50 0.26 0.30 0.47 1.00 0.39 0.41 0.21 0.21 0.26 0.22 0.82 0.23 0.68 0.41 0.13 0.23 0.01 0.34 0.82 0.43 0.28 0.94 0.44 0.59 0.72 0.53 0.24 0.95 0.45 0.68 0.69 0.02 0.02 0.68 0.67 ]
[0.58 0.16 0.95 0.54 0.10 0.21 0.60 0.41 0.30 1.00 0.32 0.54 0.82 0.14 0.23 0.20 0.74 0.03 0.39 1.00 0.26 0.37 0.14 0.91 0.98 0.72 0.98 0.36 0.68 0.21 0.95 0.05 0.02 0.40 0.31 0.30 0.86 0.42 0.08 0.10 0.31 0.30 0.61 0.94 0.18 0.53 0.50 0.13 0.76 0.59 ]
[0.16 0.74 0.12 0.25 0.25 0.41 0.24 0.89 0.61 0.26 0.11 0.20 0.15 0.51 0.72 0.73 0.70 0.83 0.41 0.26 1.00 0.40 0.96 0.81 0.78 0.47 0.17 0.90 0.97 0.42 0.50 0.71 0.76 0.21 0.28 0.71 0.13 0.45 0.72 0.37 0.44 0.24 0.78 0.44 0.21 0.71 0.85 0.66 0.72 0.01 ]
[0.64 0.18 0.25 0.16 0.79 0.93 0.47 0.73 0.05 0.36 0.96 0.58 0.28 0.64 0.64 0.19 0.44 0.43 0.21 0.37 0.40 1.00 0.97 0.18 0.87 0.03 0.48 0.52 0.53 0.05 0.12 0.81 0.81 0.49 0.91 0.88 0.76 0.57 0.44 0.03 0.29 0.52 0.15 0.39 0.90 0.69 0.87 0.62 0.43 0.80 ]
[0.23 0.96 0.34 0.54 0.14 0.61 0.99 0.52 0.54 0.35 0.44 0.15 0.86 0.01 0.35 0.41 0.75 0.72 0.21 0.14 0.96 0.97 1.00 0.68 0.30 0.25 0.88 0.62 0.71 0.82 0.58 0.84 0.20 0.32 0.32 0.22 0.06 0.45 0.62 0.40 0.25 0.51 0.43 0.57 0.48 0.37 0.37 0.79 0.45 0.09 ]
