D = 2;
n = [ 5 5 ];
N = 43;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.55 0.91 0.92 0.90 0.80 0.64 0.10 0.72 0.97 0.59 0.84 0.28 0.52 0.86 0.43 0.38 0.59 0.31 0.83 0.75 0.84 0.60 0.74 0.96 0.56 0.32 0.01 0.54 0.32 0.92 0.92 0.78 0.69 0.75 0.30 0.22 0.57 0.44 0.68 0.60 0.49 0.89 ]
[0.55 1.00 0.25 0.74 0.16 0.57 0.91 0.11 0.63 0.05 0.22 0.59 0.92 0.89 0.87 0.52 0.11 0.82 0.16 0.46 0.41 0.63 0.06 0.52 0.47 0.86 0.87 0.02 0.71 0.78 0.74 0.85 0.20 0.68 0.65 0.72 0.65 0.25 0.12 0.27 0.61 0.59 0.23 ]
[0.91 0.25 1.00 0.29 0.36 0.75 0.20 0.01 0.78 0.78 0.83 0.40 0.69 0.10 0.35 0.73 0.36 0.49 0.09 0.71 0.28 0.46 0.05 0.07 0.09 0.65 0.93 0.36 0.62 0.55 0.29 0.97 0.40 0.04 0.60 0.28 0.58 0.84 0.82 0.54 0.38 0.16 0.13 ]
[0.92 0.74 0.29 1.00 0.09 0.90 0.02 0.34 0.99 0.38 0.15 0.19 0.42 0.07 0.70 0.14 0.33 0.57 0.94 0.64 0.83 0.99 0.51 0.48 0.29 0.01 0.64 0.13 0.12 0.91 0.71 0.06 0.20 0.19 0.91 0.66 0.75 0.67 0.08 0.90 0.05 0.00 0.72 ]
[0.90 0.16 0.36 0.09 1.00 0.74 0.84 0.83 0.77 0.77 0.49 0.44 0.30 0.61 0.12 0.58 0.68 0.22 0.36 0.73 0.98 0.83 0.24 0.10 0.88 0.15 0.48 0.92 0.75 0.44 0.03 0.83 0.26 0.88 0.65 0.52 0.75 0.27 0.43 0.45 0.76 0.87 0.93 ]
[0.80 0.57 0.75 0.90 0.74 1.00 0.23 0.58 0.55 0.20 0.40 0.85 0.42 0.82 0.94 0.10 0.80 0.19 0.86 0.92 0.32 0.88 0.23 0.37 0.69 0.31 0.03 0.23 0.90 0.15 0.29 0.15 0.94 0.08 0.91 0.10 0.91 0.64 0.06 0.74 0.78 0.30 0.61 ]
[0.64 0.91 0.20 0.02 0.84 0.23 1.00 0.86 0.35 0.68 0.33 0.91 0.38 0.07 0.35 0.18 0.26 0.49 0.26 0.18 0.49 0.66 0.39 0.38 0.38 0.57 0.27 0.99 0.61 0.90 0.85 0.05 0.48 0.50 0.79 0.59 0.10 0.49 0.02 0.52 0.16 0.09 0.75 ]
[0.10 0.11 0.01 0.34 0.83 0.58 0.86 1.00 0.37 0.93 0.88 0.17 0.01 0.92 0.27 0.20 0.22 0.45 0.85 0.25 0.80 0.14 0.93 0.78 0.75 0.10 0.55 0.04 0.01 0.32 0.53 0.94 0.58 0.92 0.06 0.43 0.33 0.52 0.98 0.67 0.16 0.89 0.33 ]
[0.72 0.63 0.78 0.99 0.77 0.55 0.35 0.37 1.00 0.03 0.76 0.49 0.52 0.94 0.10 0.49 0.94 1.00 0.12 0.17 0.41 0.72 0.68 0.11 0.18 0.69 0.90 0.30 0.78 0.28 0.10 0.88 0.99 0.97 0.83 0.70 0.02 0.23 0.80 0.60 0.92 0.36 0.58 ]
[0.97 0.05 0.78 0.38 0.77 0.20 0.68 0.93 0.03 1.00 0.37 0.51 0.14 0.38 0.59 0.13 0.33 0.41 0.01 0.48 0.15 0.81 0.61 0.76 0.29 0.82 0.17 0.26 0.34 0.81 0.33 0.73 0.48 0.93 0.95 0.41 0.94 0.94 0.81 0.67 0.69 0.69 0.08 ]
