D = 2;
n = [ 5 5 ];
N = 32;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.40 0.49 0.44 0.46 0.86 0.23 0.18 0.61 0.95 0.51 0.41 0.97 0.47 0.12 0.12 0.12 0.40 0.11 0.82 0.95 0.81 0.50 0.96 0.17 0.12 0.16 0.40 0.98 0.74 0.90 0.07 ]
[0.40 1.00 0.76 0.36 0.15 0.53 0.51 0.45 0.71 0.79 0.35 0.06 0.01 0.68 0.38 0.47 0.13 0.26 0.42 0.51 0.17 0.08 0.87 0.10 0.91 0.31 0.57 0.87 0.14 0.07 0.66 0.10 ]
[0.49 0.76 1.00 0.22 0.82 0.91 0.93 0.07 0.18 0.83 0.82 0.71 0.05 0.99 0.22 0.74 0.18 0.77 0.06 0.76 0.45 0.67 0.48 0.21 0.84 0.79 0.41 0.81 0.49 0.81 0.88 0.31 ]
[0.44 0.36 0.22 1.00 0.13 0.84 0.38 0.48 0.16 0.97 0.37 0.20 0.19 0.86 0.61 0.17 0.23 0.36 0.21 0.07 0.65 0.23 0.84 0.23 0.08 0.93 0.45 0.13 0.07 0.84 0.57 0.06 ]
[0.46 0.15 0.82 0.13 1.00 0.75 0.51 0.57 0.37 0.34 0.43 0.25 0.04 0.28 0.02 0.61 0.25 0.42 0.12 0.55 0.64 0.15 0.44 0.20 0.12 0.75 1.00 0.92 0.65 0.66 0.86 0.32 ]
[0.86 0.53 0.91 0.84 0.75 1.00 0.09 0.59 0.50 0.49 0.63 0.97 0.24 0.11 0.88 0.26 1.00 0.98 0.26 0.06 0.83 0.15 0.88 0.71 0.16 0.09 0.11 0.23 0.06 0.90 0.68 0.07 ]
[0.23 0.51 0.93 0.38 0.51 0.09 1.00 0.86 0.17 1.00 0.81 0.98 0.91 0.86 0.46 0.71 0.15 0.94 0.20 0.42 1.00 0.18 0.04 0.22 0.63 0.36 0.19 0.52 0.06 0.21 0.57 0.35 ]
[0.18 0.45 0.07 0.48 0.57 0.59 0.86 1.00 0.75 0.08 0.56 0.06 0.63 0.72 0.83 0.50 0.64 0.39 0.04 0.72 0.33 0.97 0.77 0.14 0.22 0.12 0.12 0.48 0.37 0.87 0.74 0.76 ]
[0.61 0.71 0.18 0.16 0.37 0.50 0.17 0.75 1.00 0.29 0.02 0.39 0.08 0.10 0.74 0.62 0.40 0.20 0.94 0.98 0.94 0.28 0.11 0.89 0.66 0.91 0.29 0.94 0.59 0.88 0.85 0.37 ]
[0.95 0.79 0.83 0.97 0.34 0.49 1.00 0.08 0.29 1.00 0.13 0.27 0.43 0.08 0.91 0.59 0.03 0.10 0.94 0.21 0.93 0.20 0.73 0.65 0.38 0.86 0.25 0.48 0.05 0.83 0.18 0.64 ]
