D = 2;
n = [ 5 5 ];
N = 69;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.08 0.63 0.48 0.31 0.71 0.37 0.11 0.63 0.83 0.04 0.57 0.99 0.29 0.55 0.82 0.41 0.34 0.51 0.13 0.01 0.96 0.25 0.55 0.62 0.33 0.29 0.12 0.23 0.24 0.62 0.22 0.11 0.60 0.62 0.57 0.82 0.54 0.00 0.29 0.62 0.46 0.43 0.72 0.77 0.97 0.58 0.78 0.53 0.27 0.23 0.66 0.81 0.54 0.48 0.92 0.19 0.96 0.43 0.74 0.12 0.17 0.96 0.08 0.75 0.37 0.58 0.66 0.49 ]
[0.08 1.00 0.20 0.02 0.35 0.06 0.81 0.92 0.34 0.43 0.63 0.61 0.25 0.53 0.57 0.79 0.25 0.93 0.24 0.80 0.62 0.61 0.57 0.21 0.04 0.35 0.96 0.37 0.83 0.37 0.88 0.34 0.98 0.61 0.31 0.09 0.21 0.98 0.15 0.80 0.35 0.74 0.17 0.55 0.44 0.81 0.67 0.83 0.54 0.26 0.81 0.25 0.18 0.66 0.81 0.00 1.00 0.72 0.23 0.54 0.80 0.36 1.00 0.39 0.33 0.76 0.02 0.80 0.60 ]
[0.63 0.20 1.00 0.33 0.63 0.31 0.05 0.17 0.87 0.92 0.81 0.32 0.99 0.40 0.47 0.98 0.54 0.68 0.19 0.28 0.19 0.05 0.60 0.30 0.23 0.99 0.85 0.00 0.93 0.12 0.40 0.37 0.03 0.18 0.67 0.27 0.80 0.04 0.70 0.60 0.50 0.31 0.82 0.84 0.21 0.75 0.47 0.84 0.71 0.86 0.05 0.06 0.82 0.68 0.41 0.50 0.71 0.44 0.66 0.66 0.03 0.50 0.43 0.06 1.00 0.51 0.09 0.78 0.50 ]
[0.48 0.02 0.33 1.00 0.87 0.06 0.31 0.54 0.51 0.59 0.68 0.65 0.13 0.04 0.36 0.77 0.07 0.97 0.23 0.12 0.12 0.88 0.79 0.74 0.86 0.05 0.01 0.08 0.05 0.19 0.57 0.13 0.85 0.07 0.30 0.31 0.41 0.17 0.58 0.05 0.64 0.25 0.89 0.54 0.98 0.54 0.35 0.16 0.48 0.80 0.49 0.66 0.42 0.51 0.23 0.53 0.49 0.43 0.14 0.27 0.25 0.50 0.35 0.63 0.46 0.71 0.61 0.72 0.98 ]
[0.31 0.35 0.63 0.87 1.00 0.02 0.42 0.32 0.89 0.36 0.96 0.48 0.91 0.18 0.84 0.00 0.68 0.12 0.27 0.62 0.08 0.67 0.65 0.12 0.85 0.87 0.97 0.90 0.48 0.15 0.46 0.79 1.00 0.46 0.46 0.49 0.61 0.59 0.10 0.19 0.95 0.44 0.79 0.24 0.69 0.28 0.65 0.26 0.66 0.34 0.67 0.07 0.65 0.19 0.65 0.81 0.69 0.04 0.04 0.94 0.62 0.37 0.92 0.45 0.73 0.96 0.47 0.25 0.67 ]
[0.71 0.06 0.31 0.06 0.02 1.00 0.34 0.87 0.64 0.59 0.70 0.96 0.57 0.85 0.97 0.67 0.65 0.81 0.05 0.54 0.62 0.84 0.49 0.14 0.70 0.19 0.17 0.17 0.76 0.61 0.74 0.33 0.65 0.56 0.14 0.99 0.24 0.43 0.52 0.22 0.24 0.89 0.20 0.75 0.42 0.43 0.62 0.32 0.29 0.07 0.29 0.81 0.59 0.23 0.39 0.91 0.75 0.36 0.96 0.25 0.88 0.45 0.13 0.99 0.25 0.86 0.61 0.14 0.99 ]
[0.37 0.81 0.05 0.31 0.42 0.34 1.00 0.96 0.72 0.70 0.45 0.65 0.75 0.02 0.92 0.87 0.11 0.29 0.32 0.81 0.63 0.61 0.06 0.18 0.05 0.75 1.00 0.59 0.34 0.12 0.67 0.02 0.12 0.46 0.52 0.37 0.74 0.55 0.79 0.03 0.21 0.14 0.80 0.52 0.64 0.96 0.46 0.53 0.81 0.46 0.65 0.61 0.34 0.98 0.51 0.98 0.80 0.71 0.94 0.91 0.84 0.04 0.81 0.04 0.42 0.66 0.68 0.83 0.65 ]
[0.11 0.92 0.17 0.54 0.32 0.87 0.96 1.00 0.08 0.93 0.55 0.41 0.82 0.80 0.21 0.94 0.73 0.01 0.34 0.24 0.91 0.66 0.70 0.67 0.37 0.71 0.08 0.07 0.69 0.22 0.75 0.28 0.47 0.95 0.37 0.36 0.47 0.25 0.46 0.05 0.41 0.81 0.09 0.29 0.88 0.25 0.19 0.76 0.71 0.20 0.43 0.50 0.38 0.10 0.53 0.77 0.95 0.36 0.96 0.62 0.83 0.42 0.60 0.36 0.61 0.94 0.16 0.68 0.88 ]
[0.63 0.34 0.87 0.51 0.89 0.64 0.72 0.08 1.00 0.60 0.57 0.75 0.87 0.04 0.23 0.33 0.52 0.62 0.00 0.24 0.80 0.76 0.12 0.52 0.13 0.87 0.03 0.62 0.53 0.32 0.03 0.65 0.25 0.14 0.50 0.34 0.73 0.72 0.21 0.05 0.96 0.84 0.11 0.09 0.93 0.17 0.34 0.99 0.45 0.59 0.17 0.23 0.30 0.92 0.67 0.14 0.70 0.80 0.97 0.05 0.72 0.17 0.89 0.55 0.28 0.49 0.99 0.66 0.35 ]
[0.83 0.43 0.92 0.59 0.36 0.59 0.70 0.93 0.60 1.00 0.76 0.40 0.44 0.61 0.73 0.93 0.24 0.32 0.16 0.64 0.98 0.87 0.30 0.59 0.08 0.23 0.47 0.78 0.65 0.93 0.42 0.98 0.46 0.64 0.86 0.71 0.38 0.99 0.23 0.92 0.35 0.18 0.57 0.52 0.96 0.64 0.11 0.69 0.67 0.94 0.11 0.57 0.79 0.94 0.47 0.90 0.02 0.37 0.87 0.55 0.36 0.86 0.54 0.79 0.10 0.22 0.22 0.21 0.84 ]
