D = 2;
n = [ 5 5 ];
N = 77;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.69 0.29 0.66 0.05 0.62 0.43 0.46 0.61 0.72 0.29 0.07 0.99 0.86 0.14 0.95 0.73 0.09 0.43 0.39 0.97 0.29 0.25 0.37 0.76 0.38 0.83 0.74 0.42 0.43 0.34 0.53 0.22 0.02 0.39 0.02 0.72 0.61 0.68 0.40 0.96 0.57 0.02 0.55 0.67 0.16 0.04 0.97 0.09 0.33 0.19 0.71 0.82 0.75 0.11 0.60 0.19 0.45 0.71 0.55 0.25 0.19 0.79 0.51 0.19 0.84 0.23 0.70 0.18 0.20 0.32 0.15 0.50 0.79 0.77 0.03 0.50 ]
[0.69 1.00 0.98 0.15 0.47 0.95 0.25 0.66 0.00 0.47 0.60 0.48 0.27 1.00 0.18 0.16 0.75 0.09 0.51 0.67 0.65 0.07 0.88 0.20 0.40 0.68 0.12 0.40 0.58 0.64 0.83 0.08 0.13 0.77 0.50 0.68 0.09 0.89 0.13 0.62 0.52 0.81 0.36 0.82 0.44 0.10 0.13 0.37 0.63 0.16 0.74 0.50 0.68 0.00 0.13 0.24 0.24 0.52 0.16 0.38 0.76 0.25 0.39 0.42 0.35 0.88 0.11 0.88 0.33 0.41 0.59 0.45 0.96 0.32 0.88 0.66 0.03 ]
[0.29 0.98 1.00 0.48 0.16 0.91 0.90 0.83 0.05 0.20 0.65 0.37 0.62 0.37 0.58 0.40 0.03 0.99 0.64 0.88 0.45 0.48 0.40 0.68 0.88 0.23 0.91 0.94 0.15 0.76 0.90 0.87 0.76 0.74 0.42 0.33 0.51 0.98 0.93 0.54 0.76 0.69 0.74 0.74 0.59 0.39 0.71 0.54 0.13 0.52 0.99 0.51 0.44 0.52 0.80 0.85 0.87 0.03 0.40 0.42 0.86 0.53 0.41 0.64 0.61 0.86 0.97 0.87 0.12 0.61 0.42 0.55 0.04 0.01 0.49 0.99 0.63 ]
[0.66 0.15 0.48 1.00 0.08 0.63 0.99 0.02 0.20 0.99 0.25 0.22 0.44 0.30 0.64 0.72 0.31 0.60 0.26 0.95 0.99 0.01 0.43 0.21 0.46 0.73 0.14 0.41 0.72 0.94 0.46 0.72 0.96 0.95 0.55 0.64 0.59 0.85 0.96 0.63 0.44 0.51 0.76 0.06 0.38 0.36 0.06 0.09 0.24 0.12 0.05 0.36 0.20 0.38 0.54 0.85 0.05 0.52 0.72 0.35 0.30 0.75 0.52 0.78 0.43 0.95 0.44 0.92 0.96 0.30 0.97 0.75 0.25 0.92 0.73 0.23 0.85 ]
[0.05 0.47 0.16 0.08 1.00 0.56 0.87 0.27 0.14 0.19 0.91 0.81 0.72 0.76 0.47 0.50 0.07 0.16 0.97 0.66 0.31 0.06 0.94 0.14 0.84 0.86 0.23 0.01 0.86 0.81 0.82 0.09 0.75 0.78 0.76 0.14 0.25 0.67 0.32 0.50 0.17 0.93 0.58 0.94 0.37 0.69 0.26 0.13 0.20 0.43 0.97 0.23 0.52 0.98 0.25 0.39 0.60 0.01 0.87 0.56 0.32 0.92 0.78 0.82 0.56 0.56 0.20 0.22 0.59 0.13 0.02 0.68 0.89 0.50 0.50 0.92 0.78 ]
[0.62 0.95 0.91 0.63 0.56 1.00 0.64 0.93 0.13 0.31 0.45 0.64 0.37 0.39 0.48 0.61 0.38 0.15 0.60 0.95 0.98 0.00 0.40 0.37 0.93 0.07 0.54 0.96 0.63 0.55 0.92 0.36 0.53 0.87 0.70 0.08 0.28 0.86 0.09 0.87 0.28 0.77 0.94 0.33 0.35 0.06 0.77 0.63 0.19 0.21 0.52 0.08 0.52 0.76 0.15 0.96 0.97 0.78 0.56 0.23 0.66 0.47 1.00 0.48 0.78 0.83 0.89 0.73 0.35 0.39 0.47 0.90 0.83 0.06 0.82 0.13 0.91 ]
[0.43 0.25 0.90 0.99 0.87 0.64 1.00 0.49 0.38 0.93 0.92 0.92 0.49 0.98 0.55 0.94 0.14 0.44 0.85 0.52 0.11 0.75 0.47 0.17 0.83 0.07 0.83 0.29 0.28 0.98 0.34 0.14 0.74 0.19 0.80 0.03 0.88 0.28 0.48 0.35 0.88 0.77 0.38 0.83 0.21 0.13 0.62 0.93 0.95 0.03 0.30 0.42 0.75 0.26 0.72 0.99 0.25 0.11 0.44 0.67 0.40 0.07 0.91 0.28 0.50 0.39 0.03 0.38 0.36 0.58 0.76 0.58 0.61 0.62 0.44 0.07 0.84 ]
[0.46 0.66 0.83 0.02 0.27 0.93 0.49 1.00 0.45 0.09 0.90 0.69 0.94 0.03 0.55 0.44 0.75 0.07 0.94 0.35 0.06 0.54 0.31 0.16 0.49 0.64 0.78 0.51 0.11 0.86 0.80 0.74 0.40 0.91 0.66 0.25 0.36 0.93 0.25 0.19 0.71 0.33 0.98 0.22 0.25 0.63 0.92 0.73 0.37 0.79 0.90 0.83 0.48 0.93 0.31 0.28 0.62 0.72 0.39 0.26 0.76 0.25 0.81 0.28 0.67 0.20 0.50 0.02 0.68 0.56 0.51 0.69 0.34 0.15 0.81 0.09 0.99 ]
[0.61 0.00 0.05 0.20 0.14 0.13 0.38 0.45 1.00 0.58 0.60 0.24 0.17 0.25 0.33 0.28 0.46 0.70 0.72 0.28 0.38 0.10 0.20 0.52 0.08 0.61 0.28 0.72 0.45 0.92 0.11 0.95 0.97 0.66 0.75 0.54 1.00 0.09 0.92 0.36 0.97 0.80 0.39 0.77 0.43 0.01 0.54 0.56 0.90 0.54 0.92 0.58 0.12 0.78 0.96 0.90 0.52 0.03 0.25 0.45 0.10 0.78 0.42 0.96 0.30 0.59 0.95 0.20 0.52 0.00 0.12 0.90 0.76 0.56 0.63 0.28 0.92 ]
[0.72 0.47 0.20 0.99 0.19 0.31 0.93 0.09 0.58 1.00 0.76 0.20 0.29 0.13 0.51 0.43 0.35 0.58 0.87 0.43 0.84 0.93 0.97 0.05 0.52 0.90 0.89 0.23 0.63 0.01 0.48 0.59 0.59 0.75 0.14 0.87 0.92 0.74 0.63 0.49 0.52 0.71 0.74 0.41 0.28 0.71 0.29 0.76 0.70 0.87 0.58 0.74 0.85 0.06 0.43 0.08 0.76 0.38 0.91 0.71 0.34 0.35 0.30 0.21 0.45 0.79 0.80 0.67 0.33 0.68 0.99 0.37 0.90 0.49 0.07 0.25 0.11 ]
