D = 2;
n = [ 5 5 ];
N = 87;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.40 0.00 0.82 0.40 0.90 0.79 0.11 0.88 0.50 0.97 0.59 0.13 0.63 0.05 0.82 0.92 0.84 0.53 0.90 0.13 0.32 0.06 0.18 0.94 0.07 0.96 0.90 0.17 0.10 0.32 0.41 0.25 0.45 0.94 0.10 0.53 0.57 0.75 0.51 0.17 0.12 0.54 0.79 0.29 0.94 0.77 0.32 0.54 0.62 0.95 0.67 0.44 0.06 0.15 0.73 0.27 0.37 0.54 0.13 0.70 0.50 0.88 0.71 0.56 0.42 0.51 0.79 0.32 0.26 0.49 0.65 0.07 0.37 0.11 0.71 0.58 0.15 0.07 0.62 0.27 0.96 0.63 0.18 0.90 0.49 0.94 ]
[0.40 1.00 0.64 0.02 0.42 0.63 0.81 0.99 0.40 0.11 0.86 0.41 0.83 0.84 0.23 0.81 0.08 0.29 0.92 0.45 0.11 0.67 0.28 0.87 0.23 0.33 0.11 0.70 0.58 0.52 0.65 0.32 0.72 0.28 0.35 0.00 0.58 0.14 0.93 0.05 0.93 0.87 0.00 0.02 0.84 0.35 0.38 0.20 0.24 0.03 0.26 0.16 0.29 0.10 0.58 0.07 0.88 0.88 0.74 0.46 0.45 0.62 0.11 0.29 0.50 0.24 0.34 0.64 0.84 0.62 0.87 0.29 0.55 0.72 0.74 0.76 0.65 0.23 0.55 0.00 0.79 0.47 0.06 0.92 0.27 0.52 0.06 ]
[0.00 0.64 1.00 0.01 0.78 0.77 0.32 0.83 0.14 0.96 0.64 0.90 0.73 0.25 0.73 0.58 0.67 0.23 0.42 0.94 0.97 0.36 1.00 0.11 0.40 0.04 0.55 0.68 0.00 0.46 0.07 0.61 0.33 0.52 0.49 0.61 0.20 0.74 0.88 0.78 0.47 0.13 0.97 0.45 0.35 0.07 0.11 0.29 0.42 0.57 0.40 0.06 0.70 0.68 0.58 0.29 0.20 0.14 0.58 0.96 0.78 0.56 0.47 0.41 0.57 0.66 0.71 0.43 0.86 0.44 0.33 0.64 0.58 0.82 0.52 0.40 0.93 0.98 0.27 0.99 0.04 0.83 0.39 0.48 0.98 0.10 0.52 ]
[0.82 0.02 0.01 1.00 0.76 0.24 0.84 0.18 0.18 0.45 0.18 0.20 0.12 0.72 0.07 0.97 0.89 0.36 0.36 0.38 0.86 0.64 0.87 0.77 0.49 0.60 0.41 0.89 0.23 0.99 0.01 0.45 0.71 0.39 0.52 0.83 0.24 0.93 0.46 0.82 0.13 0.05 0.63 0.47 0.52 0.55 0.13 0.22 0.44 0.40 0.90 0.19 0.18 0.33 0.80 0.77 0.18 0.72 0.13 0.16 0.00 0.53 0.59 0.12 0.23 0.87 0.37 0.68 0.73 0.89 0.89 0.53 0.72 0.47 0.28 0.81 0.53 0.56 0.57 0.54 0.59 0.97 0.22 0.33 0.58 0.53 0.47 ]
[0.40 0.42 0.78 0.76 1.00 0.23 0.23 0.87 0.31 0.20 0.13 0.46 0.29 0.86 0.60 0.40 0.54 0.53 0.39 0.85 0.50 0.01 0.08 0.95 0.82 0.52 0.58 0.56 0.95 0.92 0.06 0.62 0.56 0.66 0.05 0.49 0.26 0.37 0.94 0.43 0.12 0.52 0.44 0.45 0.13 0.58 0.46 0.05 0.90 0.04 0.27 0.06 0.71 0.67 0.01 0.84 0.18 0.38 0.15 0.82 0.33 0.15 0.15 0.65 0.10 0.57 0.57 0.75 0.20 0.29 0.65 0.98 0.93 0.88 0.11 0.74 0.49 0.24 0.38 0.42 0.55 0.60 0.79 0.82 0.96 0.03 0.82 ]
[0.90 0.63 0.77 0.24 0.23 1.00 0.30 0.10 0.08 0.05 0.80 0.22 0.83 0.92 0.08 0.49 0.38 0.81 0.16 0.11 0.09 0.31 0.69 0.12 0.84 0.82 0.27 0.04 0.35 0.12 0.61 0.67 0.63 0.10 0.81 0.08 0.18 0.47 0.74 0.94 0.15 0.10 0.80 0.92 0.96 0.51 0.26 0.23 0.09 0.16 0.09 0.63 0.66 0.72 0.59 0.13 0.63 0.34 0.65 0.68 0.36 0.47 0.27 0.29 0.53 0.97 0.32 0.34 0.99 0.01 0.99 0.63 0.33 0.14 0.84 0.52 0.41 0.40 0.43 0.15 0.87 0.51 0.23 0.68 0.18 0.45 0.80 ]
[0.79 0.81 0.32 0.84 0.23 0.30 1.00 0.64 0.50 0.53 0.98 0.93 0.45 0.83 0.94 0.88 0.01 0.85 0.45 0.61 0.68 0.57 0.99 0.60 0.34 0.47 0.41 0.08 0.88 0.87 0.66 0.56 0.16 0.40 0.66 0.73 0.16 0.46 0.71 0.12 0.00 0.75 0.18 0.10 0.97 0.13 0.26 0.39 0.82 0.04 0.06 0.30 0.49 0.08 0.42 0.24 0.54 0.32 0.31 0.57 0.07 0.52 0.65 0.52 0.03 0.14 0.21 0.19 0.58 0.19 0.51 0.86 0.22 0.99 0.20 0.13 0.48 0.43 0.52 0.48 0.87 0.71 0.76 0.71 0.72 0.17 0.57 ]
[0.11 0.99 0.83 0.18 0.87 0.10 0.64 1.00 0.29 0.05 0.83 0.91 0.21 0.64 0.57 0.47 0.36 0.95 0.01 0.32 0.12 0.41 1.00 0.86 0.88 0.12 0.60 0.43 0.47 0.10 0.67 0.08 0.43 0.49 0.93 0.62 0.19 0.51 0.82 0.69 0.13 0.79 0.12 0.26 0.21 0.01 0.39 0.10 0.40 0.74 0.20 0.07 0.88 0.96 0.38 0.08 0.74 0.19 0.91 0.42 0.58 0.24 0.10 0.75 0.81 0.75 0.23 0.28 0.17 0.62 0.70 0.42 0.31 0.69 0.48 0.31 1.00 0.11 0.22 0.66 0.33 0.66 0.55 0.62 0.92 0.25 0.39 ]
[0.88 0.40 0.14 0.18 0.31 0.08 0.50 0.29 1.00 0.06 0.94 0.69 0.93 0.55 0.57 0.22 0.90 0.81 0.31 0.41 0.28 0.26 0.36 0.30 0.90 0.91 0.23 0.69 0.51 0.82 0.85 0.62 0.22 0.74 0.61 0.77 0.03 0.54 0.40 0.98 0.31 0.18 0.87 0.78 0.53 0.78 0.12 0.42 0.90 0.73 0.45 0.44 0.66 0.11 0.04 0.18 0.66 0.91 0.73 1.00 0.21 0.30 0.64 0.73 0.21 0.73 0.78 0.71 0.67 0.21 0.99 0.80 0.82 0.40 0.33 0.14 0.03 0.51 0.03 0.77 0.13 0.81 0.60 0.54 0.01 0.32 0.07 ]
[0.50 0.11 0.96 0.45 0.20 0.05 0.53 0.05 0.06 1.00 0.57 0.15 0.93 0.05 0.02 0.39 0.76 0.59 0.58 0.23 0.27 0.42 0.53 0.77 0.52 0.70 0.07 0.25 0.95 0.91 0.63 0.86 0.96 0.83 0.55 0.03 0.25 0.39 0.03 0.33 0.14 0.97 0.09 0.57 0.79 0.86 0.07 0.18 0.35 0.51 0.36 0.54 0.16 0.95 0.09 0.86 0.62 0.49 0.27 0.04 0.63 0.43 0.72 0.41 0.55 0.77 0.79 0.12 0.33 0.18 0.65 0.00 0.01 0.97 0.21 0.81 0.75 1.00 0.40 0.80 0.29 0.05 0.72 0.50 0.06 0.16 0.18 ]
[0.97 0.86 0.64 0.18 0.13 0.80 0.98 0.83 0.94 0.57 1.00 0.56 0.00 0.40 0.41 0.17 0.65 0.64 0.14 0.11 0.61 0.01 0.43 0.56 0.49 0.54 0.20 0.85 0.43 0.93 1.00 0.30 0.85 0.88 0.52 0.44 0.66 0.28 0.03 0.65 0.61 0.59 0.79 0.48 0.85 0.78 0.70 0.32 0.15 0.66 0.44 0.34 0.21 0.85 0.42 0.59 0.96 0.53 0.12 0.49 0.05 0.61 0.91 0.46 0.83 0.93 0.73 0.92 0.91 0.98 0.50 0.26 0.22 0.39 0.23 0.96 0.26 0.35 0.62 0.27 0.68 0.81 0.31 0.44 0.23 0.42 0.95 ]
[0.59 0.41 0.90 0.20 0.46 0.22 0.93 0.91 0.69 0.15 0.56 1.00 0.05 0.15 0.95 0.16 0.66 0.67 0.85 0.08 0.62 0.21 0.13 0.19 0.54 0.12 0.25 0.05 0.51 0.18 0.34 0.56 0.28 0.43 0.05 0.79 0.47 0.91 0.63 0.99 0.91 0.57 0.35 0.38 0.97 0.79 0.07 0.44 0.42 0.53 0.20 0.14 0.85 0.03 0.90 0.95 0.62 0.50 0.20 0.20 0.75 0.33 0.66 0.33 0.28 0.15 0.04 0.38 0.31 0.03 0.01 0.74 0.92 0.18 0.94 0.64 0.32 0.22 0.86 0.89 0.24 0.26 0.24 0.85 0.45 0.78 0.76 ]
[0.13 0.83 0.73 0.12 0.29 0.83 0.45 0.21 0.93 0.93 0.00 0.05 1.00 0.45 0.72 0.20 0.98 0.10 0.14 0.37 0.71 0.00 0.52 0.45 0.32 0.73 0.69 0.16 0.76 0.82 0.19 0.12 0.98 0.33 0.78 0.92 0.46 0.84 0.07 0.26 0.99 0.78 0.91 0.03 0.58 0.71 0.81 0.53 0.93 0.76 0.57 0.20 0.21 0.91 1.00 0.09 0.75 0.12 0.16 0.28 0.25 0.18 0.79 0.64 0.49 0.79 0.73 0.95 0.56 0.51 0.47 0.99 0.32 0.28 0.71 0.88 0.62 0.79 0.15 0.30 0.63 0.17 0.07 0.14 0.74 0.22 0.23 ]
[0.63 0.84 0.25 0.72 0.86 0.92 0.83 0.64 0.55 0.05 0.40 0.15 0.45 1.00 0.77 0.28 0.19 0.58 0.97 0.98 0.81 0.83 0.54 0.21 0.95 0.43 0.19 0.07 0.84 0.93 0.16 0.21 0.58 0.20 0.40 0.63 0.49 0.59 0.44 0.45 0.98 0.76 0.43 0.94 0.48 0.61 0.68 0.16 0.13 0.13 0.83 0.29 0.79 0.76 0.42 0.66 0.71 0.33 0.58 0.12 0.86 0.77 0.92 0.37 0.50 0.52 0.35 0.83 0.64 0.05 0.23 0.58 0.68 0.54 0.55 0.61 0.66 0.12 0.31 0.31 0.47 0.64 0.80 0.49 0.41 0.27 0.49 ]
[0.05 0.23 0.73 0.07 0.60 0.08 0.94 0.57 0.57 0.02 0.41 0.95 0.72 0.77 1.00 0.17 0.04 0.77 0.56 0.01 0.11 0.52 0.86 0.25 0.55 0.78 0.14 0.71 0.53 0.50 0.43 0.51 0.69 0.62 0.11 0.21 0.33 0.93 0.97 0.01 0.23 0.53 0.18 0.26 0.43 0.64 0.50 0.08 0.80 0.29 0.81 0.63 0.17 0.79 0.29 0.23 0.80 0.07 0.40 0.28 0.23 0.86 0.58 0.53 0.79 0.90 0.14 0.82 0.47 0.92 0.06 0.22 0.25 0.91 0.13 0.84 0.07 0.16 0.62 0.93 0.91 0.29 0.51 0.16 0.91 0.68 0.90 ]
[0.82 0.81 0.58 0.97 0.40 0.49 0.88 0.47 0.22 0.39 0.17 0.16 0.20 0.28 0.17 1.00 0.88 0.10 0.97 0.89 0.45 0.12 0.66 0.50 0.86 0.20 0.50 0.13 0.54 0.67 0.77 0.57 0.13 0.72 0.95 0.58 0.87 0.38 0.33 0.49 0.32 0.32 0.28 0.36 0.27 0.40 0.42 0.67 0.12 0.80 0.32 0.37 0.85 0.61 0.56 0.88 0.87 0.64 0.34 0.03 0.02 0.17 0.01 0.21 0.26 0.91 0.57 0.50 0.59 0.38 0.38 0.56 0.17 0.24 0.78 0.57 0.80 0.53 0.62 0.04 0.03 0.30 0.43 0.94 0.41 0.60 0.16 ]
[0.92 0.08 0.67 0.89 0.54 0.38 0.01 0.36 0.90 0.76 0.65 0.66 0.98 0.19 0.04 0.88 1.00 0.02 0.57 0.37 0.35 0.11 0.69 0.15 0.99 0.24 0.64 0.23 0.29 0.89 0.75 0.74 0.61 0.55 0.57 0.07 0.79 0.40 0.81 0.59 0.38 0.85 0.79 0.05 0.35 0.32 0.51 0.24 0.77 0.44 0.03 0.22 0.38 0.48 0.01 0.42 0.43 0.94 0.01 0.39 0.92 0.85 0.01 0.00 0.40 0.98 0.87 0.92 0.15 0.45 0.56 0.59 0.79 0.54 0.82 0.78 0.78 0.95 0.40 0.20 0.02 0.73 0.32 0.44 0.93 0.10 0.81 ]
