D = 2;
n = [ 5 5 ];
N = 39;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.91 0.97 0.00 0.33 0.12 0.96 0.04 0.86 0.83 0.33 0.12 0.84 0.48 0.24 0.75 0.68 1.00 0.67 0.66 0.26 0.58 0.70 0.24 0.35 0.43 0.76 0.14 0.77 0.42 0.36 0.99 0.11 0.55 0.49 0.25 0.31 0.36 0.03 ]
[0.91 1.00 0.05 0.13 0.62 0.56 0.85 0.81 0.63 0.42 0.75 0.88 0.75 0.87 0.40 0.90 0.34 0.62 0.04 0.99 0.71 1.00 0.57 0.51 0.97 0.36 0.69 0.37 0.91 0.97 0.81 0.39 0.90 0.98 0.75 0.45 0.90 0.32 0.83 ]
[0.97 0.05 1.00 0.37 0.48 0.75 0.22 0.73 0.11 0.95 0.00 0.16 0.63 0.71 0.07 0.57 0.93 0.33 0.79 0.48 0.34 0.32 0.13 0.76 0.26 0.33 0.17 0.56 0.55 0.01 0.16 0.23 0.16 0.10 0.65 0.44 0.40 0.92 0.93 ]
[0.00 0.13 0.37 1.00 0.99 0.33 0.98 0.52 0.64 0.10 0.29 0.87 0.22 0.14 0.38 0.18 0.09 0.27 0.03 0.06 0.90 0.22 0.86 0.32 0.32 1.00 0.19 0.42 0.80 0.50 0.29 0.39 0.49 0.94 0.24 0.44 0.25 0.99 0.76 ]
[0.33 0.62 0.48 0.99 1.00 0.06 0.26 0.33 0.06 0.95 0.31 0.85 0.67 0.87 0.06 0.68 0.17 0.88 0.95 0.78 0.70 0.52 0.03 0.51 0.91 0.33 0.01 0.57 0.11 0.57 0.63 0.22 0.54 0.67 0.52 0.18 0.85 0.76 0.95 ]
[0.12 0.56 0.75 0.33 0.06 1.00 0.36 0.07 0.02 0.18 0.73 0.58 0.13 0.28 0.06 0.46 0.20 0.36 0.99 0.85 0.33 0.64 0.99 0.72 0.41 0.82 0.31 0.85 0.32 0.00 0.28 0.65 0.64 0.11 0.77 0.63 0.97 0.98 0.46 ]
[0.96 0.85 0.22 0.98 0.26 0.36 1.00 0.99 0.52 0.10 0.67 0.87 0.74 0.75 0.51 0.09 0.48 0.12 0.53 0.25 0.36 0.03 0.82 0.35 0.57 0.32 0.36 0.76 0.62 0.74 0.35 0.68 0.65 0.39 0.37 0.48 0.87 0.78 0.69 ]
[0.04 0.81 0.73 0.52 0.33 0.07 0.99 1.00 0.24 0.70 0.77 0.57 0.27 0.63 0.20 0.17 0.53 0.00 0.71 0.72 0.14 0.08 0.23 0.66 0.35 0.60 0.62 0.83 0.53 0.38 0.24 0.88 0.87 0.41 0.36 0.68 0.91 0.29 0.91 ]
[0.86 0.63 0.11 0.64 0.06 0.02 0.52 0.24 1.00 0.28 0.95 0.62 0.65 0.75 0.73 0.67 0.50 0.19 0.71 0.29 0.65 0.33 0.15 0.97 0.55 0.91 0.25 0.17 0.60 0.83 0.21 0.66 0.51 0.06 0.86 0.36 0.87 0.86 0.82 ]
[0.83 0.42 0.95 0.10 0.95 0.18 0.10 0.70 0.28 1.00 0.32 0.16 0.27 0.12 0.78 0.34 0.83 0.29 0.40 0.76 0.22 0.36 0.31 0.15 0.16 0.46 0.42 0.19 0.28 0.98 0.27 0.76 0.41 0.53 0.28 0.91 0.17 0.13 0.21 ]
[0.33 0.75 0.00 0.29 0.31 0.73 0.67 0.77 0.95 0.32 1.00 0.45 0.93 0.35 0.08 0.22 0.87 0.99 0.18 0.26 0.18 0.24 0.14 0.84 0.33 0.31 0.37 0.43 0.77 0.32 0.18 0.57 0.07 0.99 0.23 0.80 0.24 0.27 0.51 ]
[0.12 0.88 0.16 0.87 0.85 0.58 0.87 0.57 0.62 0.16 0.45 1.00 0.23 0.43 0.52 0.29 0.50 0.23 0.98 0.98 0.88 0.16 0.35 0.50 0.76 0.14 0.49 0.82 0.02 0.87 0.24 0.89 0.66 0.94 0.87 0.88 1.00 0.74 0.92 ]
