D = 2;
n = [ 5 5 ];
N = 74;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.24 0.58 0.82 0.59 0.18 0.14 0.61 0.96 0.85 0.87 0.79 0.41 0.92 0.14 0.88 0.85 0.45 0.56 0.03 0.09 0.66 0.39 0.88 0.83 0.66 0.91 0.76 0.55 0.71 0.05 0.47 0.32 0.13 0.80 0.35 0.51 0.55 0.74 0.27 0.69 0.56 0.47 0.56 0.61 0.94 0.50 0.44 0.47 0.18 0.12 0.93 0.65 0.38 0.69 0.84 0.05 0.55 0.66 0.01 0.82 0.75 0.21 0.08 0.18 0.42 0.87 0.40 0.88 0.41 0.54 0.29 0.86 0.66 ]
[0.24 1.00 0.27 0.61 0.18 0.07 0.68 0.20 0.65 0.31 0.15 0.02 0.95 0.79 0.59 0.98 0.55 0.64 0.25 0.32 0.42 0.92 0.14 0.25 0.17 0.13 0.90 0.51 0.00 0.25 0.29 0.57 0.41 0.02 0.36 0.03 0.23 0.32 0.42 0.75 0.44 0.26 0.20 0.08 0.99 0.62 0.00 0.37 0.08 0.76 0.12 0.69 0.72 0.01 0.43 0.96 0.82 0.27 0.13 0.11 0.31 0.66 0.17 0.02 0.40 0.19 0.47 0.04 0.54 0.84 0.97 0.30 0.76 0.63 ]
[0.58 0.27 1.00 0.63 0.33 0.09 0.69 0.28 0.85 0.35 0.50 0.45 0.96 0.98 0.26 0.60 0.34 0.55 0.43 0.78 0.88 0.95 0.27 0.27 0.79 0.10 0.27 0.58 0.44 0.00 0.23 0.68 0.62 0.96 0.12 0.25 0.33 0.26 0.71 0.94 0.96 0.97 0.77 0.89 0.79 0.96 0.54 0.66 0.03 0.93 0.91 0.27 0.22 0.36 0.46 0.85 0.84 0.78 0.56 0.95 0.89 0.96 0.46 0.53 0.17 0.92 0.27 0.63 0.21 0.14 0.18 0.04 0.02 0.50 ]
[0.82 0.61 0.63 1.00 0.92 0.44 0.18 0.87 0.62 0.08 0.08 0.86 0.82 0.66 0.63 0.22 0.73 0.38 0.21 0.37 0.69 0.33 0.45 0.41 0.49 0.92 0.34 0.98 0.65 0.16 0.90 0.40 0.51 0.15 0.99 0.36 0.97 0.80 0.31 0.57 0.62 0.22 0.32 0.20 0.63 0.58 0.23 0.72 0.98 0.98 0.10 0.07 0.16 0.45 0.03 0.20 0.18 0.84 0.40 0.60 0.83 0.54 0.86 0.07 0.83 0.34 0.52 0.58 0.40 0.95 0.18 0.52 0.06 0.82 ]
[0.59 0.18 0.33 0.92 1.00 0.55 0.41 0.12 0.75 0.81 0.89 0.55 0.87 0.48 0.82 0.10 0.46 0.14 0.88 0.13 0.10 0.37 0.41 0.99 0.41 0.00 0.08 0.88 0.72 0.97 0.99 0.63 0.46 0.96 0.06 0.86 1.00 0.67 0.70 0.37 0.98 0.46 0.92 0.38 0.21 0.91 0.51 0.18 0.16 0.03 0.61 0.38 0.43 0.61 0.77 0.00 0.12 0.08 0.20 0.59 0.13 0.01 0.92 0.73 0.49 0.75 0.44 0.81 0.67 0.94 0.73 0.82 0.08 0.70 ]
[0.18 0.07 0.09 0.44 0.55 1.00 0.51 0.52 0.43 0.31 0.79 0.94 0.39 0.53 0.35 0.77 0.89 0.05 0.37 0.08 0.36 0.94 0.40 0.34 0.20 0.24 0.96 0.27 0.27 0.30 0.92 0.79 0.84 0.40 0.20 0.40 0.45 0.29 0.23 0.17 0.36 0.44 0.03 0.51 0.20 0.56 0.81 0.27 0.21 0.28 0.28 0.39 0.14 0.14 1.00 0.50 0.57 0.71 0.39 0.89 0.25 0.63 0.36 0.78 0.41 0.28 0.84 0.83 0.16 0.20 0.08 0.04 0.88 0.67 ]
[0.14 0.68 0.69 0.18 0.41 0.51 1.00 0.93 0.36 0.84 0.30 0.76 0.14 0.42 0.16 0.83 0.31 0.52 0.87 0.14 0.91 0.39 0.71 0.22 0.88 0.55 0.41 0.72 0.92 0.58 0.16 0.96 0.13 0.38 0.08 0.48 0.26 0.66 0.46 0.64 0.11 0.56 0.10 0.50 0.25 0.11 0.13 0.74 0.62 0.97 0.24 0.30 0.10 0.46 0.12 0.93 0.29 0.38 0.87 0.56 0.34 0.84 0.90 0.48 0.10 0.52 0.28 0.95 0.28 0.27 0.14 0.07 0.71 0.83 ]
[0.61 0.20 0.28 0.87 0.12 0.52 0.93 1.00 0.99 0.23 0.19 0.32 0.35 0.71 0.77 0.23 0.54 0.72 0.03 0.14 0.97 0.25 0.67 0.25 0.87 0.34 0.57 0.64 0.32 0.80 0.56 0.31 0.14 0.47 0.73 0.28 0.69 0.25 0.11 0.81 0.95 0.99 0.33 0.66 0.81 0.27 0.25 0.12 0.94 0.24 0.13 0.87 0.39 0.61 0.98 0.68 0.90 0.10 0.07 0.42 0.72 0.73 0.05 0.08 0.09 0.36 0.58 0.24 0.89 0.58 0.40 0.48 0.66 0.49 ]
[0.96 0.65 0.85 0.62 0.75 0.43 0.36 0.99 1.00 0.77 0.60 0.86 0.66 0.55 0.20 0.63 0.02 0.60 0.32 0.64 0.36 0.43 0.29 0.99 0.58 0.27 0.93 0.55 0.63 0.40 0.20 0.12 0.55 0.20 0.60 0.30 0.36 0.03 0.55 0.12 0.59 0.97 0.83 0.08 0.79 0.03 0.18 0.00 0.56 0.03 0.25 0.94 0.38 0.06 0.76 0.34 1.00 0.79 0.33 0.15 0.50 0.81 0.06 0.31 0.82 0.85 0.12 0.73 0.45 0.11 0.26 0.02 0.85 0.99 ]
[0.85 0.31 0.35 0.08 0.81 0.31 0.84 0.23 0.77 1.00 0.01 0.69 0.76 0.27 0.74 0.36 0.68 0.87 0.13 0.93 0.77 0.50 0.39 0.02 0.65 0.30 0.06 0.22 0.47 0.34 0.14 0.03 0.32 0.05 0.55 0.18 0.79 0.33 0.79 0.82 0.78 0.26 1.00 0.20 0.91 0.91 0.97 0.94 0.93 0.87 0.43 0.08 0.93 0.53 1.00 0.98 0.98 0.27 0.69 0.94 0.93 0.47 0.21 0.88 0.86 0.67 0.02 0.59 0.77 0.88 0.11 0.03 0.58 0.87 ]
[0.87 0.15 0.50 0.08 0.89 0.79 0.30 0.19 0.60 0.01 1.00 0.28 0.11 0.50 0.34 0.16 0.64 0.21 0.37 0.76 0.35 0.67 0.18 0.68 0.90 0.28 0.30 0.90 0.39 0.95 0.95 0.17 0.95 0.55 0.75 0.29 0.55 0.46 0.82 0.51 0.29 0.91 0.18 0.63 0.86 0.27 0.45 0.52 0.20 0.25 0.63 0.68 0.49 0.68 0.77 0.80 0.75 0.79 0.96 0.41 0.66 0.39 0.08 0.17 0.22 0.58 0.70 0.20 0.13 0.51 0.35 0.12 0.09 0.03 ]
