D = 2;
n = [ 5 5 ];
N = 55;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.53 0.49 0.85 0.37 0.40 0.21 0.90 0.49 0.69 0.04 0.29 0.93 0.87 0.12 0.74 0.85 0.65 0.44 0.32 0.36 0.38 0.10 0.83 0.59 0.15 0.46 0.73 0.51 0.86 0.59 0.47 0.03 0.37 0.41 0.73 0.28 0.17 0.83 0.47 0.40 0.49 0.84 0.64 0.87 0.78 0.14 0.86 0.15 0.06 0.87 0.95 0.26 0.77 0.16 ]
[0.53 1.00 0.04 0.42 0.44 0.10 0.22 0.74 0.08 0.57 0.72 0.07 0.11 0.86 0.22 0.41 0.63 0.31 0.42 0.33 0.42 0.44 0.38 0.03 0.65 0.40 0.31 0.63 0.79 0.73 0.07 0.52 0.17 0.40 0.83 0.09 0.51 0.75 0.77 0.15 0.25 0.01 0.70 0.37 0.26 0.28 0.22 0.92 0.93 0.21 0.54 0.59 0.90 0.84 0.84 ]
[0.49 0.04 1.00 0.90 0.48 0.98 0.44 0.98 0.15 0.15 0.55 0.49 0.79 0.56 0.30 1.00 0.26 0.41 0.34 0.56 0.67 0.19 0.92 0.01 0.34 0.12 0.99 0.46 0.58 0.80 0.14 0.02 0.29 0.29 0.23 0.59 0.09 0.93 0.40 0.22 0.66 0.18 0.29 0.80 0.19 0.74 0.35 0.16 0.81 0.61 0.10 0.44 0.48 0.58 0.05 ]
[0.85 0.42 0.90 1.00 0.56 0.29 0.03 0.25 0.95 0.84 0.64 0.95 0.31 0.38 0.26 0.39 0.02 0.33 0.20 0.90 0.98 0.28 0.08 0.48 0.64 0.84 0.45 0.89 0.03 0.59 0.71 0.44 0.41 0.56 0.31 0.62 0.08 0.78 0.23 0.21 1.00 1.00 0.06 0.29 0.70 0.11 0.71 0.72 0.57 0.71 0.42 0.24 0.07 0.30 0.66 ]
[0.37 0.44 0.48 0.56 1.00 0.94 0.12 0.73 0.81 0.96 0.87 0.12 0.72 0.72 0.31 0.77 0.69 0.38 0.87 0.16 0.05 0.13 0.51 0.92 0.47 0.68 0.90 0.55 0.87 0.69 0.04 0.97 0.34 0.77 0.71 0.57 0.07 0.78 0.48 0.88 0.65 0.60 0.50 0.12 0.59 0.43 0.78 0.70 0.20 0.38 0.20 0.96 0.62 0.62 0.68 ]
[0.40 0.10 0.98 0.29 0.94 1.00 0.37 0.20 0.74 0.79 0.90 0.16 0.09 0.75 0.27 0.01 0.07 0.29 0.14 0.64 0.19 0.24 0.47 0.85 0.01 0.51 0.49 0.85 0.01 0.11 0.96 0.03 0.62 0.41 0.21 0.06 0.25 0.20 0.75 0.86 0.95 0.96 0.51 0.88 0.23 0.99 0.35 0.62 0.65 0.19 0.66 0.11 0.61 0.02 0.33 ]
[0.21 0.22 0.44 0.03 0.12 0.37 1.00 0.78 0.39 0.37 0.59 0.14 0.43 0.36 0.95 0.01 0.78 0.23 0.49 0.66 0.29 0.33 0.43 0.22 0.81 0.30 0.69 0.51 0.74 0.29 0.97 0.98 0.44 0.71 0.72 0.32 0.87 0.92 0.05 0.82 0.83 0.09 0.33 0.69 0.44 0.18 0.01 0.37 0.83 0.72 0.28 0.43 0.63 0.81 0.65 ]
[0.90 0.74 0.98 0.25 0.73 0.20 0.78 1.00 0.83 0.24 0.61 0.64 0.33 0.49 0.38 0.62 0.94 0.21 0.68 0.12 0.44 0.84 0.82 0.13 0.77 0.41 0.80 0.10 0.44 0.16 0.18 0.05 0.80 0.34 0.13 0.36 0.48 0.31 0.76 0.76 0.60 0.69 0.12 0.95 0.74 0.49 0.93 0.15 0.21 0.07 0.65 0.84 0.48 0.25 0.17 ]
[0.49 0.08 0.15 0.95 0.81 0.74 0.39 0.83 1.00 0.88 0.46 0.14 0.85 0.70 0.30 0.66 0.93 0.12 0.74 0.63 0.71 0.32 0.08 0.11 0.65 0.14 0.16 0.23 0.82 0.45 0.42 0.51 0.30 0.41 0.07 0.78 0.68 0.74 0.63 0.72 0.98 0.36 0.97 0.04 0.85 0.14 0.38 0.55 0.97 0.87 0.14 0.84 0.22 0.78 0.12 ]
[0.69 0.57 0.15 0.84 0.96 0.79 0.37 0.24 0.88 1.00 0.34 0.40 0.71 0.15 0.37 0.12 0.88 0.78 0.36 0.05 0.04 0.22 0.29 0.39 0.53 0.11 0.64 0.64 0.36 0.49 0.84 0.83 0.80 0.93 0.52 0.97 0.13 0.51 0.21 0.02 0.34 0.58 0.57 0.60 0.62 0.89 0.41 0.01 0.82 0.71 0.95 0.50 0.64 0.51 0.17 ]
[0.04 0.72 0.55 0.64 0.87 0.90 0.59 0.61 0.46 0.34 1.00 0.39 0.98 0.77 0.26 0.99 0.02 0.72 0.59 0.77 0.31 0.62 0.97 0.37 0.10 0.89 0.71 0.00 0.23 0.44 0.53 0.52 0.08 0.39 0.47 0.02 0.33 0.60 0.44 0.08 0.06 0.04 0.58 0.72 0.01 0.31 0.40 0.22 0.48 0.49 0.43 0.82 0.38 0.84 0.06 ]
[0.29 0.07 0.49 0.95 0.12 0.16 0.14 0.64 0.14 0.40 0.39 1.00 0.52 0.31 0.33 0.85 0.69 0.65 0.81 0.90 0.93 0.45 0.83 0.92 0.46 0.25 0.16 0.63 0.26 0.45 0.18 0.24 0.46 0.14 0.48 0.80 0.03 0.94 0.09 0.70 0.39 0.92 0.37 0.84 0.12 0.19 0.62 0.79 0.01 0.31 0.67 0.19 0.25 0.62 0.59 ]
[0.93 0.11 0.79 0.31 0.72 0.09 0.43 0.33 0.85 0.71 0.98 0.52 1.00 0.96 0.22 0.79 0.05 0.57 0.55 0.63 0.39 0.46 0.45 0.78 0.61 0.23 0.44 0.99 0.74 0.82 0.90 0.96 0.16 0.57 0.79 0.45 0.24 0.77 0.26 0.66 0.36 0.45 0.62 0.69 0.73 0.38 0.63 0.25 0.06 0.47 0.88 0.27 0.01 0.10 0.70 ]
[0.87 0.86 0.56 0.38 0.72 0.75 0.36 0.49 0.70 0.15 0.77 0.31 0.96 1.00 0.92 0.47 0.27 0.93 0.85 0.41 0.44 0.95 0.54 0.02 0.31 0.60 0.64 0.61 0.38 0.66 0.52 0.31 0.75 0.19 0.52 0.89 0.89 0.25 1.00 0.23 0.02 0.17 0.47 0.52 0.59 0.22 0.09 0.13 0.33 0.44 0.23 0.25 0.86 0.87 0.13 ]
[0.12 0.22 0.30 0.26 0.31 0.27 0.95 0.38 0.30 0.37 0.26 0.33 0.22 0.92 1.00 0.51 0.79 0.64 0.73 0.02 0.96 0.67 0.50 0.76 0.94 0.30 0.05 0.83 0.55 0.48 0.91 0.40 0.85 0.95 0.51 0.47 0.03 0.62 0.94 0.13 0.76 0.68 0.60 0.51 0.68 0.21 0.33 0.01 0.68 0.36 0.08 0.50 0.07 0.33 0.56 ]
[0.74 0.41 1.00 0.39 0.77 0.01 0.01 0.62 0.66 0.12 0.99 0.85 0.79 0.47 0.51 1.00 0.26 0.20 0.67 0.34 0.55 0.69 0.97 0.11 0.77 0.71 0.90 0.68 0.80 0.68 0.58 0.53 0.80 0.83 0.00 0.18 0.77 0.09 0.34 0.50 0.60 0.24 0.98 0.49 0.91 0.60 0.71 0.22 0.78 0.66 0.77 0.86 0.13 0.57 0.12 ]
[0.85 0.63 0.26 0.02 0.69 0.07 0.78 0.94 0.93 0.88 0.02 0.69 0.05 0.27 0.79 0.26 1.00 0.48 0.13 0.86 0.16 0.58 0.22 0.24 0.35 0.55 0.90 0.04 0.35 0.70 0.46 0.80 0.37 0.15 0.87 0.20 0.33 0.69 0.04 0.46 0.30 0.84 0.94 0.36 0.18 0.47 0.04 0.95 0.70 0.94 0.07 0.68 0.20 0.21 0.63 ]
[0.65 0.31 0.41 0.33 0.38 0.29 0.23 0.21 0.12 0.78 0.72 0.65 0.57 0.93 0.64 0.20 0.48 1.00 0.71 0.69 0.55 0.10 0.06 0.46 0.27 0.89 0.66 0.76 0.73 0.14 0.91 0.31 0.07 0.44 0.89 0.90 0.92 0.26 0.94 0.38 0.86 0.22 0.66 0.89 0.98 0.90 0.40 0.75 0.34 0.44 0.30 0.19 0.86 0.12 0.80 ]
[0.44 0.42 0.34 0.20 0.87 0.14 0.49 0.68 0.74 0.36 0.59 0.81 0.55 0.85 0.73 0.67 0.13 0.71 1.00 0.46 0.49 0.43 0.03 0.41 0.01 0.88 0.42 0.52 0.22 0.12 0.43 0.71 0.08 0.65 0.79 0.78 0.54 0.25 0.05 0.90 0.11 0.10 0.98 0.15 0.02 0.62 0.46 0.41 0.76 0.95 0.02 0.25 0.78 0.68 0.88 ]
