D = 2;
n = [ 5 5 ];
N = 30;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.29 0.64 0.10 0.31 0.16 0.99 0.38 0.67 0.94 0.49 0.71 0.87 0.81 0.30 0.13 0.30 0.45 0.40 0.30 0.73 0.54 0.27 0.57 0.75 0.51 0.32 0.96 0.88 0.61 ]
[0.29 1.00 0.11 0.98 0.46 0.65 0.31 0.08 0.94 0.91 0.52 0.72 0.92 0.70 0.02 0.84 0.71 0.91 0.41 0.91 0.53 0.64 0.36 0.64 0.36 0.16 0.78 0.72 0.19 0.93 ]
[0.64 0.11 1.00 0.04 0.91 0.95 0.83 0.54 0.76 0.73 0.16 0.97 0.87 0.52 0.72 0.28 0.87 0.83 0.19 0.97 0.91 0.83 0.72 0.54 0.70 0.82 0.70 0.17 0.76 0.29 ]
[0.10 0.98 0.04 1.00 0.28 0.42 0.02 0.89 0.50 0.67 0.75 0.50 0.09 0.66 0.69 0.87 0.20 0.11 0.18 0.64 0.81 0.69 0.06 0.81 0.34 0.31 0.72 0.64 0.25 0.86 ]
[0.31 0.46 0.91 0.28 1.00 0.53 0.39 0.51 0.75 0.92 0.71 0.32 0.11 0.55 0.22 0.49 0.38 0.68 0.05 0.04 0.93 0.68 0.43 0.26 0.56 0.11 0.59 0.48 0.90 0.23 ]
[0.16 0.65 0.95 0.42 0.53 1.00 0.74 0.73 0.34 0.00 0.57 0.22 0.69 0.13 0.00 0.79 0.88 0.44 0.42 0.27 0.33 0.04 0.10 0.92 0.99 0.84 0.93 0.70 0.84 0.31 ]
[0.99 0.31 0.83 0.02 0.39 0.74 1.00 0.53 0.67 0.32 0.01 0.42 0.35 0.02 0.62 0.64 0.90 0.88 0.52 0.84 0.02 0.62 0.52 0.30 0.58 0.89 0.07 0.06 0.98 0.22 ]
[0.38 0.08 0.54 0.89 0.51 0.73 0.53 1.00 0.01 0.73 1.00 0.65 0.05 0.31 0.77 0.35 0.75 0.56 0.34 0.12 0.08 0.83 0.09 0.86 0.23 0.16 0.14 0.67 0.26 0.36 ]
[0.67 0.94 0.76 0.50 0.75 0.34 0.67 0.01 1.00 0.22 0.40 0.53 0.70 0.79 0.21 0.09 0.91 0.31 0.32 0.00 0.87 0.97 0.37 0.13 0.82 0.70 0.12 0.58 0.13 0.83 ]
[0.94 0.91 0.73 0.67 0.92 0.00 0.32 0.73 0.22 1.00 0.92 0.74 0.91 0.08 0.96 0.82 0.99 0.53 0.10 0.73 0.32 0.57 0.50 0.61 0.07 0.78 0.26 0.97 0.16 0.43 ]
