D = 2;
n = [ 5 5 ];
N = 47;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.63 0.98 0.53 0.04 0.21 0.65 0.63 0.24 0.70 0.11 0.43 0.69 0.39 0.65 0.65 0.40 0.16 0.11 0.44 0.47 0.43 0.85 0.10 0.12 0.35 0.93 0.19 0.38 0.64 0.86 1.00 0.81 0.16 0.16 0.30 0.09 0.81 0.02 0.15 0.57 0.37 0.23 0.90 0.51 0.66 0.28 ]
[0.63 1.00 0.08 0.55 0.74 0.44 0.31 0.17 0.32 0.13 0.87 0.34 0.96 0.04 0.96 0.99 0.63 0.97 0.15 0.77 0.24 0.55 0.73 0.17 0.73 0.49 0.87 0.10 0.79 0.71 0.81 0.72 0.72 0.24 0.32 0.37 0.91 0.90 0.26 0.35 0.49 0.59 0.28 0.37 0.89 0.55 0.69 ]
[0.98 0.08 1.00 0.18 0.21 0.20 0.68 0.42 0.94 0.95 0.39 0.18 0.19 0.48 0.43 0.79 0.56 0.33 0.48 0.46 0.43 0.56 0.86 0.52 0.47 0.02 0.16 0.19 0.80 0.86 0.13 0.76 0.21 0.17 0.57 0.26 0.73 0.78 0.93 0.29 0.46 0.79 0.29 0.39 0.08 0.60 0.18 ]
[0.53 0.55 0.18 1.00 0.13 0.08 0.38 0.45 0.77 0.84 0.22 0.90 0.17 0.57 0.53 0.45 0.02 0.92 0.26 0.65 0.76 0.53 0.03 0.13 0.82 0.33 0.78 0.42 0.13 0.21 0.89 0.29 0.94 0.46 0.03 0.21 0.77 0.44 0.10 0.91 0.55 0.99 0.51 0.20 0.10 0.19 0.02 ]
[0.04 0.74 0.21 0.13 1.00 0.86 0.70 0.33 0.56 0.64 0.01 0.96 0.67 0.63 0.13 0.82 0.49 0.05 0.99 0.42 0.45 0.70 0.21 0.58 0.61 0.33 0.32 0.54 0.18 0.13 0.34 0.46 0.46 0.64 0.99 0.67 0.68 0.41 0.18 0.02 0.05 0.00 0.95 0.99 0.04 0.67 0.14 ]
[0.21 0.44 0.20 0.08 0.86 1.00 0.70 0.45 0.78 0.75 0.75 0.04 0.32 0.92 0.57 0.76 0.27 0.44 0.61 0.42 0.58 1.00 0.50 0.11 0.09 0.73 0.17 0.33 0.30 0.12 0.28 0.32 0.84 0.02 0.86 0.44 0.55 0.45 0.12 0.44 0.53 0.43 0.95 0.96 0.74 0.29 0.08 ]
[0.65 0.31 0.68 0.38 0.70 0.70 1.00 0.73 0.74 0.42 0.26 0.68 0.01 0.70 0.38 0.44 0.22 0.70 0.13 0.47 0.76 0.06 0.19 0.19 0.50 0.25 0.72 0.08 0.45 0.14 0.48 0.75 0.11 0.00 0.35 0.98 0.92 0.63 0.70 0.65 0.27 0.17 0.98 0.85 0.12 0.13 0.28 ]
[0.63 0.17 0.42 0.45 0.33 0.45 0.73 1.00 0.99 0.36 0.23 0.38 0.21 0.74 0.13 0.23 0.79 0.90 0.41 0.64 0.27 0.81 0.20 0.63 0.99 0.42 0.82 0.82 0.55 0.33 0.77 0.95 0.71 0.51 0.66 0.49 0.54 0.38 0.60 0.53 0.44 0.01 0.48 0.23 0.92 0.18 0.59 ]
[0.24 0.32 0.94 0.77 0.56 0.78 0.74 0.99 1.00 0.77 1.00 0.75 0.68 0.18 0.43 0.21 0.55 0.11 0.32 0.33 0.81 0.38 0.55 0.50 0.27 0.73 0.88 0.24 0.31 0.23 0.02 0.29 0.42 0.90 0.82 0.73 0.33 0.72 0.87 0.37 0.38 0.74 0.79 0.83 0.43 0.74 0.57 ]
[0.70 0.13 0.95 0.84 0.64 0.75 0.42 0.36 0.77 1.00 0.31 0.72 0.84 0.85 0.49 0.56 0.81 0.18 0.92 0.13 0.25 0.65 0.72 0.26 0.67 0.54 0.32 0.88 0.08 0.12 0.86 0.20 0.27 0.23 0.63 0.98 0.53 0.40 0.17 0.41 0.75 0.49 0.61 0.36 0.44 0.71 0.16 ]
[0.11 0.87 0.39 0.22 0.01 0.75 0.26 0.23 1.00 0.31 1.00 0.87 0.07 0.80 0.58 0.88 0.15 0.59 0.42 0.45 0.69 0.03 0.33 0.77 0.48 0.94 0.10 0.71 0.53 0.93 0.18 0.84 0.26 0.67 0.40 0.35 0.41 0.77 0.18 0.07 0.31 0.90 0.04 0.03 0.75 0.22 0.02 ]
[0.43 0.34 0.18 0.90 0.96 0.04 0.68 0.38 0.75 0.72 0.87 1.00 0.12 0.35 0.37 0.77 0.74 0.69 0.03 0.73 0.86 0.19 0.27 0.00 0.54 0.10 0.39 0.29 0.92 0.86 0.05 0.53 0.47 0.66 0.92 0.74 0.57 0.85 0.08 0.04 0.26 0.38 0.15 0.34 0.27 0.34 0.71 ]
[0.69 0.96 0.19 0.17 0.67 0.32 0.01 0.21 0.68 0.84 0.07 0.12 1.00 0.13 0.06 0.12 0.69 0.84 0.36 0.30 0.43 0.95 0.36 0.61 0.61 0.31 0.82 0.93 0.59 0.44 0.34 0.97 0.35 0.69 0.55 0.25 0.98 0.95 0.13 0.62 0.07 0.77 0.65 0.17 0.14 0.32 0.96 ]
[0.39 0.04 0.48 0.57 0.63 0.92 0.70 0.74 0.18 0.85 0.80 0.35 0.13 1.00 0.48 0.28 0.54 0.07 0.05 0.81 0.66 0.31 0.84 0.09 0.38 0.03 0.53 0.03 0.22 0.54 0.01 0.98 0.16 0.03 0.26 0.72 0.26 0.98 0.98 0.61 0.97 0.35 0.40 0.78 0.56 0.90 0.77 ]
[0.65 0.96 0.43 0.53 0.13 0.57 0.38 0.13 0.43 0.49 0.58 0.37 0.06 0.48 1.00 0.03 0.65 0.34 0.81 0.28 0.84 0.79 0.03 0.41 0.55 0.94 1.00 0.77 0.30 0.55 0.58 0.94 0.57 0.90 0.26 0.17 0.40 0.46 0.95 0.14 0.05 0.73 0.96 0.28 0.35 0.74 0.93 ]
[0.65 0.99 0.79 0.45 0.82 0.76 0.44 0.23 0.21 0.56 0.88 0.77 0.12 0.28 0.03 1.00 0.11 0.96 0.01 0.71 0.72 0.78 0.88 0.82 0.19 0.26 0.90 0.31 0.95 0.54 0.76 0.76 0.18 0.58 0.41 0.20 0.08 0.63 0.87 0.79 0.34 1.00 0.03 0.94 0.65 0.65 0.08 ]
[0.40 0.63 0.56 0.02 0.49 0.27 0.22 0.79 0.55 0.81 0.15 0.74 0.69 0.54 0.65 0.11 1.00 0.62 0.96 0.51 0.97 0.10 0.14 0.21 0.67 0.00 0.65 0.85 0.98 0.57 0.52 0.42 0.28 0.69 0.30 0.56 0.61 0.56 0.54 0.14 0.79 0.89 0.20 0.33 0.02 0.43 0.98 ]
[0.16 0.97 0.33 0.92 0.05 0.44 0.70 0.90 0.11 0.18 0.59 0.69 0.84 0.07 0.34 0.96 0.62 1.00 0.29 0.49 0.93 0.61 0.52 0.23 0.38 0.13 0.49 0.95 0.10 0.64 0.54 0.36 0.96 0.98 0.59 0.81 0.72 0.83 0.53 0.89 0.43 0.71 0.82 0.53 0.56 0.02 0.15 ]
[0.11 0.15 0.48 0.26 0.99 0.61 0.13 0.41 0.32 0.92 0.42 0.03 0.36 0.05 0.81 0.01 0.96 0.29 1.00 0.74 0.06 0.68 0.59 0.12 0.59 0.51 0.44 0.56 0.90 0.61 0.85 0.09 0.80 0.11 0.63 0.96 0.40 0.67 0.42 0.59 0.48 0.89 0.10 0.92 0.79 0.00 0.52 ]
[0.44 0.77 0.46 0.65 0.42 0.42 0.47 0.64 0.33 0.13 0.45 0.73 0.30 0.81 0.28 0.71 0.51 0.49 0.74 1.00 0.58 0.83 0.42 0.86 0.64 0.55 0.27 0.09 0.99 0.89 0.80 0.94 0.62 0.94 0.26 0.76 0.65 0.64 0.45 0.29 0.85 0.37 0.40 0.31 0.36 0.17 0.76 ]
[0.47 0.24 0.43 0.76 0.45 0.58 0.76 0.27 0.81 0.25 0.69 0.86 0.43 0.66 0.84 0.72 0.97 0.93 0.06 0.58 1.00 0.68 0.34 0.91 0.98 0.04 0.56 0.34 0.00 0.40 0.71 0.94 0.86 0.82 0.48 0.73 0.83 0.49 0.23 0.88 0.46 0.29 0.32 0.37 0.84 0.83 0.49 ]
[0.43 0.55 0.56 0.53 0.70 1.00 0.06 0.81 0.38 0.65 0.03 0.19 0.95 0.31 0.79 0.78 0.10 0.61 0.68 0.83 0.68 1.00 0.28 0.25 0.33 0.64 0.73 0.62 1.00 0.81 0.74 0.07 0.74 0.21 0.88 0.17 0.64 0.06 0.31 0.79 0.35 0.01 0.33 0.54 0.41 0.31 0.12 ]
[0.85 0.73 0.86 0.03 0.21 0.50 0.19 0.20 0.55 0.72 0.33 0.27 0.36 0.84 0.03 0.88 0.14 0.52 0.59 0.42 0.34 0.28 1.00 0.80 0.30 0.21 1.00 0.08 0.04 0.93 0.59 0.75 0.79 0.95 0.80 0.60 0.21 0.95 0.22 0.53 0.14 0.75 0.13 0.96 0.94 0.79 0.18 ]
[0.10 0.17 0.52 0.13 0.58 0.11 0.19 0.63 0.50 0.26 0.77 0.00 0.61 0.09 0.41 0.82 0.21 0.23 0.12 0.86 0.91 0.25 0.80 1.00 0.07 0.95 0.26 0.57 0.65 0.99 0.60 0.64 0.78 0.33 0.47 0.50 0.34 0.80 0.36 0.98 0.09 0.43 0.70 0.15 0.01 0.20 0.93 ]
[0.12 0.73 0.47 0.82 0.61 0.09 0.50 0.99 0.27 0.67 0.48 0.54 0.61 0.38 0.55 0.19 0.67 0.38 0.59 0.64 0.98 0.33 0.30 0.07 1.00 0.86 0.29 0.33 0.53 0.74 0.76 1.00 0.40 0.20 0.45 0.34 0.85 0.29 0.42 0.80 0.53 0.98 0.86 0.32 0.06 0.41 0.25 ]
[0.35 0.49 0.02 0.33 0.33 0.73 0.25 0.42 0.73 0.54 0.94 0.10 0.31 0.03 0.94 0.26 0.00 0.13 0.51 0.55 0.04 0.64 0.21 0.95 0.86 1.00 0.89 0.87 0.58 0.40 0.55 0.79 0.56 0.94 0.63 0.87 0.29 0.08 0.82 0.32 0.91 0.76 0.98 0.97 0.68 0.19 0.28 ]
[0.93 0.87 0.16 0.78 0.32 0.17 0.72 0.82 0.88 0.32 0.10 0.39 0.82 0.53 1.00 0.90 0.65 0.49 0.44 0.27 0.56 0.73 1.00 0.26 0.29 0.89 1.00 0.16 0.34 0.61 0.48 0.68 0.40 0.73 0.56 0.34 0.18 0.32 0.07 0.74 0.99 0.14 0.36 0.36 0.83 0.48 0.04 ]
[0.19 0.10 0.19 0.42 0.54 0.33 0.08 0.82 0.24 0.88 0.71 0.29 0.93 0.03 0.77 0.31 0.85 0.95 0.56 0.09 0.34 0.62 0.08 0.57 0.33 0.87 0.16 1.00 0.47 0.41 0.88 0.77 0.61 0.71 0.98 0.29 0.91 0.88 0.50 0.84 0.22 0.63 0.77 0.24 0.35 0.86 0.37 ]
[0.38 0.79 0.80 0.13 0.18 0.30 0.45 0.55 0.31 0.08 0.53 0.92 0.59 0.22 0.30 0.95 0.98 0.10 0.90 0.99 0.00 1.00 0.04 0.65 0.53 0.58 0.34 0.47 1.00 0.37 0.38 0.01 0.32 0.35 0.52 0.39 0.46 0.87 0.62 0.96 0.67 0.62 0.02 0.08 0.95 0.53 0.31 ]
[0.64 0.71 0.86 0.21 0.13 0.12 0.14 0.33 0.23 0.12 0.93 0.86 0.44 0.54 0.55 0.54 0.57 0.64 0.61 0.89 0.40 0.81 0.93 0.99 0.74 0.40 0.61 0.41 0.37 1.00 0.49 0.10 0.93 0.87 0.71 0.05 0.52 0.86 0.83 0.88 0.32 0.13 0.97 0.03 0.55 0.89 0.72 ]
[0.86 0.81 0.13 0.89 0.34 0.28 0.48 0.77 0.02 0.86 0.18 0.05 0.34 0.01 0.58 0.76 0.52 0.54 0.85 0.80 0.71 0.74 0.59 0.60 0.76 0.55 0.48 0.88 0.38 0.49 1.00 0.23 0.87 0.30 0.44 0.70 0.31 0.63 0.48 0.96 0.59 0.40 0.76 0.92 0.13 0.28 0.95 ]
[1.00 0.72 0.76 0.29 0.46 0.32 0.75 0.95 0.29 0.20 0.84 0.53 0.97 0.98 0.94 0.76 0.42 0.36 0.09 0.94 0.94 0.07 0.75 0.64 1.00 0.79 0.68 0.77 0.01 0.10 0.23 1.00 0.81 0.46 0.77 0.44 0.70 0.10 0.21 0.22 0.53 0.03 0.54 0.41 0.92 0.41 0.34 ]
[0.81 0.72 0.21 0.94 0.46 0.84 0.11 0.71 0.42 0.27 0.26 0.47 0.35 0.16 0.57 0.18 0.28 0.96 0.80 0.62 0.86 0.74 0.79 0.78 0.40 0.56 0.40 0.61 0.32 0.93 0.87 0.81 1.00 0.55 0.28 0.07 0.05 0.97 0.32 0.79 0.97 0.57 0.17 0.62 0.64 0.34 0.89 ]
[0.16 0.24 0.17 0.46 0.64 0.02 0.00 0.51 0.90 0.23 0.67 0.66 0.69 0.03 0.90 0.58 0.69 0.98 0.11 0.94 0.82 0.21 0.95 0.33 0.20 0.94 0.73 0.71 0.35 0.87 0.30 0.46 0.55 1.00 0.41 0.04 0.63 0.79 0.88 0.73 0.94 0.89 0.43 0.76 0.36 0.28 0.78 ]
