D = 2;
n = [ 5 5 ];
N = 65;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.10 0.14 0.31 0.31 0.11 0.44 0.57 0.33 0.90 0.48 0.98 0.38 0.45 0.48 0.29 0.34 0.49 0.85 0.29 0.61 0.01 0.25 0.75 0.19 0.72 0.07 0.73 0.03 0.38 0.56 0.92 0.36 0.45 0.29 0.34 0.67 0.33 0.71 0.23 0.17 0.01 0.83 0.03 0.10 0.93 0.70 0.63 0.75 0.40 0.91 0.51 0.77 0.88 0.33 0.03 0.99 0.48 0.18 0.75 0.40 0.71 0.43 0.05 0.27 ]
[0.10 1.00 0.81 0.26 0.88 0.69 0.97 0.17 0.22 0.59 0.19 0.86 0.91 0.83 0.52 0.25 0.18 0.65 0.46 0.27 0.49 0.74 0.52 0.95 0.22 0.65 0.62 0.53 0.20 0.51 0.86 0.27 0.11 0.53 0.96 0.41 0.93 0.12 0.67 0.11 0.35 0.68 0.32 0.54 0.89 0.38 0.51 0.72 0.71 0.23 0.06 0.93 0.41 0.72 0.99 0.64 0.21 0.32 0.35 0.01 0.17 0.49 0.71 0.98 0.43 ]
[0.14 0.81 1.00 0.55 0.06 0.78 0.00 0.42 0.59 0.19 0.86 0.56 0.78 0.24 0.53 0.83 0.77 0.46 0.18 0.43 0.94 0.75 0.63 0.23 0.69 0.21 0.62 0.67 0.58 0.55 0.47 0.09 0.84 0.32 0.45 0.25 0.16 0.10 0.10 0.11 0.13 0.31 0.59 0.53 0.29 0.58 0.05 0.31 0.37 0.30 0.60 0.63 0.45 0.16 0.83 0.86 0.18 0.47 0.32 0.44 0.62 0.96 0.21 0.01 0.09 ]
[0.31 0.26 0.55 1.00 0.51 0.52 0.40 0.97 0.10 0.85 0.10 0.03 0.68 0.42 0.96 0.92 0.39 0.78 0.15 0.90 0.11 0.23 0.38 0.89 0.18 0.32 0.55 0.89 0.24 0.12 0.74 0.13 0.11 0.83 0.15 0.90 0.33 0.64 0.51 0.38 0.36 0.29 0.12 0.75 0.31 0.62 0.87 0.11 0.58 0.37 0.24 0.52 0.43 0.71 0.64 0.31 0.35 0.30 0.43 0.07 0.51 0.79 0.20 0.53 0.10 ]
[0.31 0.88 0.06 0.51 1.00 0.48 0.38 0.96 0.32 0.89 0.43 0.50 0.40 0.89 0.19 0.84 0.14 0.98 0.85 0.03 0.97 0.12 0.65 0.12 0.52 0.85 0.49 0.67 0.26 0.21 0.12 0.38 0.22 0.08 0.89 0.69 0.44 0.12 0.10 0.14 0.15 0.57 0.47 0.49 0.01 0.11 0.49 0.79 0.76 0.87 0.89 0.40 0.76 0.02 0.95 0.76 0.15 0.49 0.92 0.29 0.02 0.61 0.54 0.77 0.31 ]
[0.11 0.69 0.78 0.52 0.48 1.00 0.22 0.30 0.03 0.29 0.86 0.77 0.58 0.36 0.61 0.43 0.89 0.64 0.46 0.14 0.91 0.81 0.60 0.99 0.11 0.34 0.38 0.21 0.53 0.18 0.76 0.64 0.96 0.47 0.13 0.92 0.07 0.40 0.11 0.45 0.36 0.02 0.28 0.59 0.21 0.41 0.78 0.23 0.74 0.41 0.18 0.83 0.90 0.92 0.03 0.07 0.97 0.27 0.85 0.38 0.14 0.72 0.79 0.27 0.85 ]
[0.44 0.97 0.00 0.40 0.38 0.22 1.00 0.60 0.48 0.10 0.72 0.33 0.63 0.90 0.87 0.80 0.82 0.20 0.43 0.13 0.15 0.13 0.06 0.34 0.05 0.10 0.74 0.77 0.04 0.84 0.69 0.90 0.83 0.86 0.36 0.52 0.49 0.74 0.22 0.10 0.85 0.03 0.99 0.88 0.08 0.01 0.16 0.86 0.59 0.35 0.06 0.75 0.40 0.01 0.13 0.28 0.55 0.74 0.33 0.12 0.04 0.72 0.66 0.51 0.39 ]
[0.57 0.17 0.42 0.97 0.96 0.30 0.60 1.00 0.36 0.08 0.18 0.96 0.14 0.72 0.04 0.62 0.46 0.91 0.36 0.72 0.71 0.09 0.58 0.54 0.19 0.96 0.23 0.88 0.53 0.24 0.40 0.42 0.87 0.57 0.49 0.08 0.76 0.00 0.64 0.18 0.30 0.96 0.72 0.19 0.45 0.47 0.67 0.61 0.38 0.44 0.89 0.93 0.53 0.78 0.47 0.43 0.68 0.21 0.64 0.68 0.20 0.22 0.51 0.12 0.66 ]
[0.33 0.22 0.59 0.10 0.32 0.03 0.48 0.36 1.00 0.39 0.33 0.88 0.19 0.50 0.18 0.74 0.58 0.27 0.25 0.65 0.65 0.64 0.18 0.98 0.81 0.55 0.71 0.16 0.18 0.20 0.77 0.75 0.37 0.72 0.68 0.28 0.44 0.76 0.14 0.94 0.75 0.45 0.01 0.40 0.73 0.70 0.19 0.27 0.80 0.88 0.25 0.74 0.01 0.79 0.37 0.15 0.43 0.35 0.02 0.63 0.57 0.24 0.68 0.67 0.90 ]
[0.90 0.59 0.19 0.85 0.89 0.29 0.10 0.08 0.39 1.00 1.00 0.89 0.45 0.51 0.87 0.71 0.42 0.35 0.45 0.26 0.42 0.66 0.68 0.23 0.89 0.42 0.56 0.47 0.09 0.70 0.37 0.06 0.65 0.74 0.10 0.23 0.47 0.89 0.60 0.36 0.74 0.14 0.93 0.96 0.50 0.45 0.92 0.89 0.07 0.87 0.52 0.31 0.25 0.37 0.14 0.68 0.72 0.71 0.16 0.52 0.81 0.45 0.13 0.12 0.20 ]
[0.48 0.19 0.86 0.10 0.43 0.86 0.72 0.18 0.33 1.00 1.00 0.39 0.36 0.28 0.07 0.35 0.05 0.13 0.76 0.96 0.51 0.47 0.64 0.92 0.32 0.26 0.08 0.57 0.17 0.12 0.41 0.10 0.76 0.89 0.34 0.34 0.16 0.47 0.94 0.32 0.77 0.67 0.85 0.35 0.40 0.53 0.18 0.90 0.89 0.29 0.15 0.75 0.03 0.05 0.44 0.89 0.96 0.06 1.00 0.18 0.06 0.03 0.12 0.73 0.57 ]
[0.98 0.86 0.56 0.03 0.50 0.77 0.33 0.96 0.88 0.89 0.39 1.00 0.23 0.44 0.13 0.03 0.21 0.36 0.57 0.15 0.13 0.45 0.04 0.55 0.37 0.83 0.67 0.22 0.59 0.57 0.39 0.73 0.87 0.00 0.43 0.12 0.59 0.42 0.85 0.67 0.20 0.76 0.56 0.79 0.99 0.21 0.72 0.89 0.57 0.43 0.11 0.61 0.64 0.85 0.62 0.66 0.15 0.27 0.96 0.47 0.40 0.72 0.95 0.19 0.13 ]
[0.38 0.91 0.78 0.68 0.40 0.58 0.63 0.14 0.19 0.45 0.36 0.23 1.00 0.74 0.65 0.30 0.71 0.23 0.32 0.98 0.26 0.87 0.67 0.31 0.31 0.16 0.34 0.28 0.59 0.86 0.30 0.25 0.43 0.41 0.98 0.99 0.62 0.18 0.43 0.67 0.41 0.53 0.18 0.04 0.06 0.47 0.10 0.88 0.68 0.98 0.33 0.89 0.74 0.50 0.93 0.86 0.56 0.25 0.74 0.77 0.73 0.01 0.59 0.71 0.35 ]
[0.45 0.83 0.24 0.42 0.89 0.36 0.90 0.72 0.50 0.51 0.28 0.44 0.74 1.00 0.34 0.22 0.51 0.80 0.58 0.57 0.63 1.00 0.56 0.48 0.66 0.24 0.11 0.50 0.49 0.39 0.76 0.49 0.68 0.74 0.92 0.87 0.14 0.38 0.64 0.32 0.94 0.25 0.84 0.34 0.49 0.11 0.29 0.07 0.81 0.86 0.82 0.59 0.28 0.44 0.51 0.78 0.13 0.65 0.47 0.22 0.23 0.01 0.91 0.85 0.68 ]
[0.48 0.52 0.53 0.96 0.19 0.61 0.87 0.04 0.18 0.87 0.07 0.13 0.65 0.34 1.00 0.66 0.06 0.25 0.08 0.17 0.10 0.71 0.37 0.01 0.57 0.86 0.52 0.74 0.33 0.94 0.12 0.89 0.82 0.82 0.06 0.64 0.80 0.89 0.93 0.82 0.22 0.09 0.90 0.40 0.39 0.57 0.84 0.97 0.05 0.68 1.00 0.91 0.45 0.43 0.40 0.85 0.32 0.52 0.47 0.53 0.55 0.07 0.59 0.14 0.76 ]
[0.29 0.25 0.83 0.92 0.84 0.43 0.80 0.62 0.74 0.71 0.35 0.03 0.30 0.22 0.66 1.00 0.70 0.90 0.30 0.35 0.80 0.11 0.12 0.96 0.05 0.05 0.85 0.41 0.29 0.19 0.13 0.17 0.21 0.52 0.26 0.63 0.60 0.22 0.35 0.32 0.63 0.27 0.28 0.02 0.93 0.04 0.37 0.71 0.02 0.77 0.29 0.82 0.01 0.34 0.73 0.21 0.29 0.53 0.27 0.72 0.11 0.69 0.01 0.30 0.55 ]
[0.34 0.18 0.77 0.39 0.14 0.89 0.82 0.46 0.58 0.42 0.05 0.21 0.71 0.51 0.06 0.70 1.00 0.79 0.77 0.52 0.20 0.36 0.59 0.31 0.76 0.77 0.20 0.76 0.27 0.81 0.43 0.85 0.89 0.54 0.45 0.06 0.23 0.10 0.68 0.58 0.59 0.84 0.20 0.11 0.95 0.04 1.00 0.87 0.37 0.05 0.92 0.45 0.52 0.46 0.86 0.29 0.38 0.51 0.85 0.93 0.45 0.13 0.44 0.02 0.04 ]
[0.49 0.65 0.46 0.78 0.98 0.64 0.20 0.91 0.27 0.35 0.13 0.36 0.23 0.80 0.25 0.90 0.79 1.00 0.07 0.07 0.33 0.23 0.31 0.03 0.49 0.12 0.51 0.30 0.33 0.30 0.46 0.51 0.58 0.59 0.30 0.56 0.82 0.26 0.12 0.60 0.88 0.55 0.72 0.87 0.57 0.51 0.12 0.78 0.24 0.86 0.43 0.46 0.09 0.77 0.42 0.53 0.82 0.80 0.40 0.58 0.02 0.83 0.93 0.43 0.21 ]
[0.85 0.46 0.18 0.15 0.85 0.46 0.43 0.36 0.25 0.45 0.76 0.57 0.32 0.58 0.08 0.30 0.77 0.07 1.00 0.89 0.66 1.00 0.02 0.44 0.44 0.10 0.19 0.23 0.32 0.67 0.40 0.22 0.69 0.33 0.85 0.66 0.90 0.56 0.46 0.43 0.30 0.20 0.77 0.31 0.71 0.31 0.03 0.55 0.92 0.94 0.01 0.17 0.30 0.21 0.26 0.74 0.67 0.95 0.15 0.28 0.14 0.39 0.25 0.13 0.85 ]
[0.29 0.27 0.43 0.90 0.03 0.14 0.13 0.72 0.65 0.26 0.96 0.15 0.98 0.57 0.17 0.35 0.52 0.07 0.89 1.00 0.65 0.23 0.28 0.61 0.12 0.31 0.25 0.30 0.39 0.49 0.37 0.10 0.61 0.69 0.73 0.71 0.48 0.30 0.25 0.31 0.68 0.68 0.93 0.02 0.56 0.68 0.68 0.05 0.24 0.18 0.81 0.02 0.04 0.77 0.50 0.27 0.90 0.83 0.63 0.15 0.09 0.86 0.95 0.56 0.19 ]
[0.61 0.49 0.94 0.11 0.97 0.91 0.15 0.71 0.65 0.42 0.51 0.13 0.26 0.63 0.10 0.80 0.20 0.33 0.66 0.65 1.00 0.14 0.66 0.38 0.48 1.00 0.21 0.95 0.91 0.94 0.70 0.71 0.48 0.28 0.62 0.82 0.74 0.06 0.48 0.50 0.38 0.24 0.60 0.98 0.14 0.12 0.60 0.41 0.43 0.18 0.26 0.77 0.44 0.27 0.74 0.45 0.69 0.86 0.71 0.72 1.00 0.43 0.03 0.58 0.14 ]
[0.01 0.74 0.75 0.23 0.12 0.81 0.13 0.09 0.64 0.66 0.47 0.45 0.87 1.00 0.71 0.11 0.36 0.23 1.00 0.23 0.14 1.00 0.35 0.22 0.56 0.56 0.86 0.58 0.55 0.10 0.04 0.43 0.55 0.01 0.67 0.40 0.95 0.18 0.01 0.38 0.71 0.32 0.83 0.65 0.21 0.51 0.98 0.61 0.96 0.84 0.08 0.36 0.20 0.57 0.05 0.44 0.71 0.16 0.86 0.36 0.10 0.32 0.02 0.31 0.76 ]
