D = 3;
n = [3 3 3];

N = 36;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3];
m = [
    [1.00 1.00 0.80 0.57 0.22 0.90 0.87 0.14 1.00 0.14 0.00 0.66 0.29 1.00 0.00 0.26 0.47 0.76 0.71 0.00 1.00 0.14 0.87 0.27 0.14 0.52 1.00 0.27 0.14 0.87 0.86 0.89 0.32 0.75 0.64 0.33]
    [1.00 1.00 0.65 0.00 0.80 0.23 0.88 0.68 0.30 0.72 0.44 0.56 0.73 0.73 0.79 0.14 0.76 0.23 0.83 0.56 0.84 0.54 0.82 0.66 0.63 1.00 0.55 0.30 0.88 0.65 0.36 0.63 0.14 0.56 0.85 0.67]
    [0.80 0.65 1.00 0.68 0.51 0.53 0.55 0.35 1.00 0.35 0.72 0.31 0.49 0.74 0.73 0.28 0.86 0.24 0.41 0.28 0.68 0.33 0.14 0.27 0.60 0.60 0.73 0.41 0.14 0.26 0.71 0.48 0.00 0.55 0.43 1.00]
    [0.57 0.00 0.68 1.00 0.70 0.39 0.71 0.30 0.54 0.25 0.87 0.21 0.14 0.43 0.87 0.20 0.74 0.79 1.00 0.54 0.66 0.48 1.00 0.14 0.00 0.37 1.00 0.20 1.00 1.00 0.71 0.14 0.37 0.00 0.45 0.14]
    [0.22 0.80 0.51 0.70 1.00 0.68 0.43 0.14 0.49 0.73 0.65 0.00 0.28 0.73 0.69 0.14 0.38 0.55 0.31 0.54 0.52 0.47 0.74 0.34 0.34 0.72 0.86 0.56 0.50 0.30 0.60 0.47 0.72 0.00 0.14 1.00]
    [0.90 0.23 0.53 0.39 0.68 1.00 0.57 0.14 0.78 0.85 0.21 0.14 0.33 0.64 0.60 0.73 0.75 0.58 1.00 0.80 0.25 0.53 0.00 0.77 0.53 0.34 0.62 0.37 0.46 0.46 0.37 0.14 1.00 0.00 0.58 0.54]
    [0.87 0.88 0.55 0.71 0.43 0.57 1.00 0.24 0.14 0.56 0.00 0.49 0.51 0.00 0.00 0.46 0.83 0.67 0.59 0.37 0.80 0.47 0.14 0.76 0.38 0.29 0.46 0.00 0.90 0.27 0.23 0.65 0.80 0.55 0.54 0.00]
    [0.14 0.68 0.35 0.30 0.14 0.14 0.24 1.00 0.20 0.79 0.34 0.66 0.28 0.00 0.56 0.21 0.63 1.00 0.39 0.27 0.43 0.14 0.20 0.54 0.22 0.34 0.14 0.14 0.70 0.00 0.80 0.61 0.49 0.87 0.38 0.69]
    [1.00 0.30 1.00 0.54 0.49 0.78 0.14 0.20 1.00 0.72 0.00 0.64 0.14 0.49 0.14 0.41 0.30 1.00 1.00 0.86 0.65 0.29 0.41 1.00 0.50 0.75 0.68 0.52 0.80 0.14 0.86 0.32 1.00 0.48 1.00 0.00]
    [0.14 0.72 0.35 0.25 0.73 0.85 0.56 0.79 0.72 1.00 0.85 0.00 0.43 0.28 0.71 0.89 0.57 0.25 1.00 0.55 0.86 0.72 0.14 0.47 0.26 0.14 0.54 0.75 0.67 0.81 0.84 0.36 0.14 0.64 0.14 0.34]
    [0.00 0.44 0.72 0.87 0.65 0.21 0.00 0.34 0.00 0.85 1.00 0.14 0.00 0.50 0.47 1.00 0.83 0.14 0.28 0.70 0.70 0.00 1.00 1.00 0.14 0.00 0.14 1.00 0.32 0.32 0.88 0.71 0.53 0.33 0.34 0.40]
    [0.66 0.56 0.31 0.21 0.00 0.14 0.49 0.66 0.64 0.00 0.14 1.00 0.71 0.61 0.14 0.80 0.00 0.64 0.74 0.23 0.00 0.85 0.00 0.33 0.58 0.55 0.14 0.00 0.00 0.72 0.14 0.42 0.32 0.86 0.83 0.47]
    [0.29 0.73 0.49 0.14 0.28 0.33 0.51 0.28 0.14 0.43 0.00 0.71 1.00 0.81 0.51 0.42 0.24 0.00 0.73 1.00 1.00 0.39 0.34 0.20 0.85 0.14 0.31 0.51 0.48 0.28 0.79 0.60 0.58 0.14 0.77 0.00]
    [1.00 0.73 0.74 0.43 0.73 0.64 0.00 0.00 0.49 0.28 0.50 0.61 0.81 1.00 0.52 0.63 0.14 0.44 0.00 0.84 0.85 0.36 0.57 0.55 0.14 1.00 0.35 0.00 0.00 0.54 0.72 0.57 0.64 0.74 0.79 0.86]
    [0.00 0.79 0.73 0.87 0.69 0.60 0.00 0.56 0.14 0.71 0.47 0.14 0.51 0.52 1.00 0.27 1.00 0.40 0.23 0.00 0.43 0.69 1.00 1.00 0.00 0.67 0.14 0.46 0.14 1.00 0.35 0.37 0.77 0.21 0.89 0.62]
    [0.26 0.14 0.28 0.20 0.14 0.73 0.46 0.21 0.41 0.89 1.00 0.80 0.42 0.63 0.27 1.00 0.70 1.00 0.14 0.14 0.43 0.14 0.14 0.85 0.90 0.63 0.73 0.34 1.00 0.64 0.33 0.52 0.30 0.31 0.42 0.45]
    [0.47 0.76 0.86 0.74 0.38 0.75 0.83 0.63 0.30 0.57 0.83 0.00 0.24 0.14 1.00 0.70 1.00 0.36 0.68 0.64 0.85 0.60 0.40 0.38 0.78 0.83 0.43 0.46 0.00 0.40 0.70 0.79 0.00 0.45 0.54 0.65]
    [0.76 0.23 0.24 0.79 0.55 0.58 0.67 1.00 1.00 0.25 0.14 0.64 0.00 0.44 0.40 1.00 0.36 1.00 0.80 0.45 0.14 0.75 0.14 1.00 0.39 0.38 0.00 0.71 0.61 0.14 0.14 0.48 0.00 0.70 0.49 0.47]
    [0.71 0.83 0.41 1.00 0.31 1.00 0.59 0.39 1.00 1.00 0.28 0.74 0.73 0.00 0.23 0.14 0.68 0.80 1.00 0.83 0.69 0.14 0.79 0.62 0.00 0.39 0.29 0.00 0.75 0.22 1.00 0.75 0.20 0.67 0.00 0.14]
    [0.00 0.56 0.28 0.54 0.54 0.80 0.37 0.27 0.86 0.55 0.70 0.23 1.00 0.84 0.00 0.14 0.64 0.45 0.83 1.00 0.79 0.66 0.48 0.59 0.34 0.36 0.75 0.67 0.74 0.21 0.46 0.72 0.14 1.00 0.21 0.43]
    [1.00 0.84 0.68 0.66 0.52 0.25 0.80 0.43 0.65 0.86 0.70 0.00 1.00 0.85 0.43 0.43 0.85 0.14 0.69 0.79 1.00 0.20 0.77 0.80 0.58 0.14 0.24 0.57 0.32 0.36 0.45 0.53 0.87 0.36 0.70 0.60]
    [0.14 0.54 0.33 0.48 0.47 0.53 0.47 0.14 0.29 0.72 0.00 0.85 0.39 0.36 0.69 0.14 0.60 0.75 0.14 0.66 0.20 1.00 0.41 1.00 0.52 0.68 0.49 0.86 0.39 1.00 0.14 0.32 0.69 0.21 1.00 0.31]
    [0.87 0.82 0.14 1.00 0.74 0.00 0.14 0.20 0.41 0.14 1.00 0.00 0.34 0.57 1.00 0.14 0.40 0.14 0.79 0.48 0.77 0.41 1.00 0.29 0.33 0.51 0.75 0.44 0.76 0.89 0.63 0.29 0.25 0.00 0.82 0.26]
    [0.27 0.66 0.27 0.14 0.34 0.77 0.76 0.54 1.00 0.47 1.00 0.33 0.20 0.55 1.00 0.85 0.38 1.00 0.62 0.59 0.80 1.00 0.29 1.00 0.14 0.27 0.14 1.00 0.00 0.31 0.00 0.78 0.44 0.14 0.66 0.50]
    [0.14 0.63 0.60 0.00 0.34 0.53 0.38 0.22 0.50 0.26 0.14 0.58 0.85 0.14 0.00 0.90 0.78 0.39 0.00 0.34 0.58 0.52 0.33 0.14 1.00 0.35 0.22 0.27 0.81 0.40 0.37 0.14 0.59 0.14 0.66 0.33]
    [0.52 1.00 0.60 0.37 0.72 0.34 0.29 0.34 0.75 0.14 0.00 0.55 0.14 1.00 0.67 0.63 0.83 0.38 0.39 0.36 0.14 0.68 0.51 0.27 0.35 1.00 0.56 0.00 0.23 0.53 0.37 0.00 0.49 0.65 0.39 0.78]
    [1.00 0.55 0.73 1.00 0.86 0.62 0.46 0.14 0.68 0.54 0.14 0.14 0.31 0.35 0.14 0.73 0.43 0.00 0.29 0.75 0.24 0.49 0.75 0.14 0.22 0.56 1.00 0.00 0.22 0.89 1.00 0.14 0.60 0.38 0.39 0.14]
    [0.27 0.30 0.41 0.20 0.56 0.37 0.00 0.14 0.52 0.75 1.00 0.00 0.51 0.00 0.46 0.34 0.46 0.71 0.00 0.67 0.57 0.86 0.44 1.00 0.27 0.00 0.00 1.00 0.84 0.00 0.14 0.52 1.00 0.89 0.29 0.14]
    [0.14 0.88 0.14 1.00 0.50 0.46 0.90 0.70 0.80 0.67 0.32 0.00 0.48 0.00 0.14 1.00 0.00 0.61 0.75 0.74 0.32 0.39 0.76 0.00 0.81 0.23 0.22 0.84 1.00 0.00 0.67 0.47 0.83 0.89 0.27 0.29]
    [0.87 0.65 0.26 1.00 0.30 0.46 0.27 0.00 0.14 0.81 0.32 0.72 0.28 0.54 1.00 0.64 0.40 0.14 0.22 0.21 0.36 1.00 0.89 0.31 0.40 0.53 0.89 0.00 0.00 1.00 0.00 0.14 0.76 0.73 0.74 0.14]
    [0.86 0.36 0.71 0.71 0.60 0.37 0.23 0.80 0.86 0.84 0.88 0.14 0.79 0.72 0.35 0.33 0.70 0.14 1.00 0.46 0.45 0.14 0.63 0.00 0.37 0.37 1.00 0.14 0.67 0.00 1.00 0.74 0.53 0.77 0.31 0.00]
    [0.89 0.63 0.48 0.14 0.47 0.14 0.65 0.61 0.32 0.36 0.71 0.42 0.60 0.57 0.37 0.52 0.79 0.48 0.75 0.72 0.53 0.32 0.29 0.78 0.14 0.00 0.14 0.52 0.47 0.14 0.74 1.00 0.00 1.00 0.00 1.00]
    [0.32 0.14 0.00 0.37 0.72 1.00 0.80 0.49 1.00 0.14 0.53 0.32 0.58 0.64 0.77 0.30 0.00 0.00 0.20 0.14 0.87 0.69 0.25 0.44 0.59 0.49 0.60 1.00 0.83 0.76 0.53 0.00 1.00 0.00 1.00 0.72]
    [0.75 0.56 0.55 0.00 0.00 0.00 0.55 0.87 0.48 0.64 0.33 0.86 0.14 0.74 0.21 0.31 0.45 0.70 0.67 1.00 0.36 0.21 0.00 0.14 0.14 0.65 0.38 0.89 0.89 0.73 0.77 1.00 0.00 1.00 0.57 0.30]
    [0.64 0.85 0.43 0.45 0.14 0.58 0.54 0.38 1.00 0.14 0.34 0.83 0.77 0.79 0.89 0.42 0.54 0.49 0.00 0.21 0.70 1.00 0.82 0.66 0.66 0.39 0.39 0.29 0.27 0.74 0.31 0.00 1.00 0.57 1.00 0.86]
    [0.33 0.67 1.00 0.14 1.00 0.54 0.00 0.69 0.00 0.34 0.40 0.47 0.00 0.86 0.62 0.45 0.65 0.47 0.14 0.43 0.60 0.31 0.26 0.50 0.33 0.78 0.14 0.14 0.29 0.14 0.00 1.00 0.72 0.30 0.86 1.00]
];
