D = 3;
n = [3 3 3];

N = 50;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3];
m = [
    [1.00 0.82 0.14 0.77 0.86 0.83 1.00 0.76 0.79 0.95 0.81 0.87 0.71 0.00 0.82 0.77 0.76 0.72 1.00 0.00 0.88 0.84 0.91 0.69 0.90 0.70 0.86 0.88 0.88 0.85 0.89 1.00 1.00 0.80 0.91 0.70 0.88 0.81 0.84 0.14 0.92 0.75 0.81 1.00 1.00 0.14 0.77 0.94 0.93 0.80]
    [0.84 1.00 0.72 0.78 0.88 0.70 0.70 0.69 0.68 0.76 0.93 0.86 0.94 0.71 0.83 0.73 0.94 0.92 1.00 0.84 0.87 0.84 0.90 0.86 0.75 0.91 0.92 0.85 0.86 0.77 0.81 0.79 0.91 0.79 0.85 0.00 0.74 0.95 0.91 0.85 0.92 0.85 0.90 0.70 0.86 0.94 0.91 0.85 0.92 0.82]
    [0.73 0.70 1.00 0.70 0.86 0.93 1.00 0.91 0.69 0.69 0.89 0.69 0.71 0.90 0.79 1.00 0.95 0.77 0.92 0.95 0.14 0.75 0.14 0.77 0.94 0.69 0.70 0.77 0.89 0.77 0.70 0.71 0.73 0.76 0.75 0.94 0.74 0.94 0.00 1.00 1.00 0.95 0.86 0.92 0.68 0.74 0.79 0.73 0.71 0.84]
    [0.86 1.00 0.93 1.00 0.92 0.94 1.00 1.00 0.85 0.80 0.73 1.00 0.75 0.77 0.71 0.93 1.00 1.00 1.00 0.72 0.94 0.77 0.86 0.72 0.69 0.00 0.70 1.00 0.83 0.72 0.94 0.79 0.86 0.83 0.78 0.79 0.00 0.93 1.00 0.86 0.72 0.68 1.00 0.92 0.79 1.00 1.00 0.88 1.00 0.89]
    [0.85 0.00 0.78 0.86 1.00 0.86 0.87 0.92 0.71 0.73 0.78 0.87 0.85 0.89 0.91 0.77 1.00 0.76 0.73 0.93 0.88 1.00 0.87 1.00 1.00 0.87 0.82 1.00 0.87 0.81 0.14 0.93 0.87 0.77 0.86 1.00 0.86 0.74 0.93 0.87 0.89 0.91 0.81 1.00 0.85 0.76 0.91 1.00 1.00 0.68]
    [0.76 0.80 0.69 0.71 0.92 1.00 0.69 0.77 0.84 0.94 0.71 0.73 1.00 0.79 1.00 0.83 0.75 0.91 0.85 0.83 0.79 0.73 0.91 0.80 0.80 1.00 1.00 0.86 0.94 0.80 0.88 0.70 0.74 0.72 0.79 1.00 0.85 0.93 0.87 0.78 1.00 0.86 0.80 0.81 0.88 0.14 0.69 0.91 0.14 0.81]
    [0.76 0.93 0.78 0.70 1.00 0.75 1.00 0.73 0.77 0.75 1.00 0.80 1.00 0.83 1.00 0.68 0.70 0.88 1.00 0.83 1.00 0.87 0.72 1.00 1.00 0.85 0.87 0.88 0.94 0.82 1.00 0.79 1.00 0.87 0.86 0.83 0.14 0.95 0.85 0.88 0.93 0.86 0.79 0.95 0.85 0.80 0.81 0.90 0.83 1.00]
    [0.90 0.82 0.93 0.72 0.76 0.79 0.85 1.00 0.88 0.71 1.00 0.78 0.77 0.74 0.93 1.00 0.71 0.89 1.00 0.92 0.86 1.00 1.00 0.86 0.91 0.83 1.00 0.68 1.00 1.00 0.71 0.92 0.77 0.82 0.93 0.81 1.00 0.88 1.00 0.91 0.94 0.76 1.00 0.75 0.83 0.69 0.82 1.00 0.88 0.89]
    [0.71 0.68 0.69 0.70 0.71 0.91 0.90 1.00 1.00 0.70 0.94 1.00 0.68 0.73 0.72 0.90 0.82 1.00 0.72 0.86 0.85 0.72 1.00 0.71 1.00 0.83 0.81 0.72 0.79 0.89 0.94 0.83 0.73 0.83 0.84 0.77 0.82 1.00 0.69 0.88 0.78 0.73 0.85 1.00 0.75 0.84 0.73 0.74 0.84 0.68]
    [0.81 0.76 0.74 0.72 1.00 0.90 0.87 1.00 0.92 1.00 0.69 0.75 0.77 1.00 0.76 0.75 0.81 0.84 0.80 0.92 0.90 1.00 0.77 0.77 0.92 0.82 0.84 0.80 0.79 0.94 0.84 0.77 0.92 0.00 0.91 1.00 0.00 0.77 0.76 1.00 0.74 0.92 0.00 1.00 0.75 0.73 1.00 0.79 0.85 0.74]
    [0.92 1.00 0.76 0.89 0.87 0.76 1.00 0.80 1.00 0.73 1.00 1.00 0.70 0.69 0.88 0.79 0.87 0.91 1.00 0.70 0.70 1.00 0.87 0.74 0.68 0.70 0.85 0.76 0.90 0.94 0.85 0.87 0.72 1.00 0.69 0.93 1.00 0.69 0.84 0.82 0.79 0.92 0.86 0.78 0.92 0.79 0.87 0.71 0.85 0.89]
    [1.00 0.79 0.82 0.81 0.77 0.70 0.68 0.84 0.79 1.00 1.00 1.00 0.73 0.78 0.71 0.68 1.00 0.86 0.76 1.00 0.82 0.75 0.92 0.72 0.14 0.88 0.92 0.89 0.86 0.74 1.00 0.76 0.74 0.74 0.72 1.00 0.73 0.75 0.00 0.69 0.70 0.91 0.74 0.68 1.00 0.72 0.93 1.00 0.82 0.92]
    [0.83 1.00 0.76 1.00 0.92 0.77 0.74 1.00 0.71 0.86 0.93 0.82 1.00 1.00 0.82 0.79 0.87 0.78 0.86 0.94 0.88 0.74 0.91 0.75 0.86 0.82 1.00 0.95 0.88 0.76 0.71 0.85 0.86 0.74 0.71 0.89 1.00 1.00 0.86 0.75 0.71 0.90 0.83 0.76 0.68 0.94 0.94 0.81 0.70 0.91]
    [0.69 0.82 0.14 0.74 0.75 1.00 0.72 0.88 0.72 0.75 0.76 0.88 0.87 1.00 0.88 0.78 0.68 0.73 0.75 0.70 0.82 0.83 0.77 0.86 0.89 0.87 0.77 0.83 0.74 0.72 1.00 0.68 1.00 0.82 0.82 1.00 0.14 0.69 0.80 0.95 0.74 0.69 1.00 0.69 0.78 0.85 0.84 1.00 0.80 0.83]
    [0.80 1.00 1.00 1.00 1.00 0.74 0.89 1.00 0.81 0.78 0.78 0.87 0.72 0.83 1.00 0.74 0.70 0.86 0.86 0.78 1.00 0.83 0.88 0.82 0.94 0.94 0.90 0.91 0.89 0.80 0.79 0.72 0.71 0.87 0.77 0.94 0.94 1.00 0.86 0.85 1.00 0.81 0.91 0.77 0.71 0.74 1.00 0.86 0.94 0.88]
    [0.70 0.80 1.00 0.84 0.71 0.00 0.71 0.86 0.71 0.80 1.00 0.80 0.92 1.00 0.14 1.00 0.88 0.71 0.82 0.83 0.80 0.80 0.92 0.72 0.76 0.91 0.81 0.71 0.91 1.00 1.00 0.76 1.00 0.92 0.92 0.73 0.72 0.79 0.78 1.00 0.00 0.70 0.91 0.71 0.73 0.79 0.82 0.77 0.95 0.88]
