D = 3;
n = [3 3 3];

N = 40;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3];
m = [
    [1.00 0.47 0.27 0.00 0.45 0.84 0.83 0.14 0.83 0.14 0.63 0.41 0.00 0.28 0.14 0.28 0.58 0.48 0.66 0.67 0.45 0.76 0.52 0.65 0.20 0.25 0.76 0.14 0.14 0.14 0.26 0.14 0.20 0.14 1.00 0.61 0.53 0.35 0.57 0.81]
    [0.47 1.00 0.38 1.00 0.48 0.79 0.20 0.37 0.00 1.00 0.39 0.40 0.61 0.00 0.73 1.00 0.37 0.87 0.36 0.57 0.41 0.34 0.72 0.30 0.00 0.00 0.00 0.71 1.00 0.35 1.00 1.00 0.26 0.14 0.14 0.00 0.52 0.22 1.00 1.00]
    [0.27 0.38 1.00 0.49 0.33 0.86 0.37 0.68 0.89 0.24 0.55 0.20 0.00 0.54 0.66 1.00 0.34 0.47 1.00 0.49 0.87 1.00 0.61 0.00 0.21 0.67 0.30 0.68 0.00 0.36 0.14 0.71 1.00 0.57 0.00 0.27 1.00 0.14 0.14 0.54]
    [0.00 1.00 0.49 1.00 0.00 0.35 1.00 0.24 0.77 0.21 0.50 1.00 0.86 0.41 0.30 0.35 0.00 0.40 0.64 0.64 0.29 0.40 0.39 0.80 0.14 0.42 0.76 0.14 0.85 0.79 0.45 0.57 1.00 0.79 0.46 0.58 0.46 0.00 0.14 1.00]
    [0.45 0.48 0.33 0.00 1.00 0.00 0.14 0.14 0.82 0.82 0.66 0.31 0.00 0.57 0.24 0.14 0.14 1.00 0.47 0.22 0.80 1.00 0.00 0.00 0.47 0.23 0.14 1.00 0.80 0.66 0.40 0.00 0.23 0.77 0.75 0.90 0.44 0.59 0.00 0.00]
    [0.84 0.79 0.86 0.35 0.00 1.00 0.44 0.00 0.00 0.27 0.73 0.00 0.72 0.66 0.40 0.14 1.00 0.45 0.39 0.66 0.65 0.14 0.64 0.83 0.00 0.47 0.66 0.21 0.60 0.48 0.48 0.77 0.75 0.21 0.53 0.72 0.52 0.25 0.84 0.14]
    [0.83 0.20 0.37 1.00 0.14 0.44 1.00 0.14 0.59 0.84 0.14 0.62 0.48 0.61 0.39 0.63 0.38 0.22 0.24 0.77 0.14 0.50 0.66 0.90 0.85 0.69 0.61 0.23 0.48 1.00 0.79 0.29 0.31 0.20 0.73 0.14 0.14 0.38 0.14 0.75]
    [0.14 0.37 0.68 0.24 0.14 0.00 0.14 1.00 0.22 0.89 0.00 0.73 0.83 0.80 0.42 0.00 0.35 1.00 0.52 0.67 0.74 0.32 0.00 0.14 0.75 0.37 0.76 0.14 0.14 0.66 0.65 0.61 0.32 0.43 0.28 0.27 0.65 0.31 0.21 0.31]
    [0.83 0.00 0.89 0.77 0.82 0.00 0.59 0.22 1.00 0.14 0.27 0.62 0.31 0.59 0.75 0.00 1.00 0.39 0.31 0.29 0.00 0.57 0.24 0.46 0.62 0.60 0.00 0.14 0.70 1.00 0.85 0.00 0.00 0.00 0.75 0.55 0.30 0.61 0.76 0.87]
    [0.14 1.00 0.24 0.21 0.82 0.27 0.84 0.89 0.14 1.00 0.88 1.00 0.73 0.66 0.14 0.41 0.62 0.42 0.40 0.35 0.25 0.67 0.46 0.00 0.26 0.63 0.28 0.57 0.48 0.88 1.00 0.31 0.62 0.55 0.00 0.63 1.00 0.00 1.00 0.65]
    [0.63 0.39 0.55 0.50 0.66 0.73 0.14 0.00 0.27 0.88 1.00 0.14 0.85 0.00 0.71 0.38 0.53 1.00 0.14 0.87 0.82 0.76 0.00 0.40 0.32 0.41 0.14 0.40 0.58 0.37 1.00 0.54 0.26 0.85 0.22 0.14 0.70 0.61 0.47 0.56]
    [0.41 0.40 0.20 1.00 0.31 0.00 0.62 0.73 0.62 1.00 0.14 1.00 0.67 0.64 0.14 0.22 0.90 0.46 0.77 0.79 0.90 0.51 0.47 0.36 0.52 0.82 0.83 0.81 0.42 0.82 0.88 0.27 0.27 0.60 0.81 0.00 0.42 0.48 0.89 0.00]
    [0.00 0.61 0.00 0.86 0.00 0.72 0.48 0.83 0.31 0.73 0.85 0.67 1.00 1.00 0.76 0.00 0.50 0.53 0.80 0.59 0.33 0.35 0.47 0.26 0.86 0.56 0.32 0.53 0.14 0.00 0.31 0.77 0.14 0.60 1.00 0.75 0.00 0.00 0.14 0.44]
    [0.28 0.00 0.54 0.41 0.57 0.66 0.61 0.80 0.59 0.66 0.00 0.64 1.00 1.00 0.70 0.46 0.48 0.89 0.76 0.14 0.66 0.00 0.71 0.14 0.14 0.14 0.43 0.36 0.72 0.00 0.66 0.14 0.90 0.43 0.33 0.50 0.86 0.14 1.00 1.00]
    [0.14 0.73 0.66 0.30 0.24 0.40 0.39 0.42 0.75 0.14 0.71 0.14 0.76 0.70 1.00 0.78 0.53 0.86 0.31 0.00 0.22 0.21 0.00 0.00 0.52 0.73 0.14 0.33 0.49 1.00 0.26 0.14 0.00 0.64 0.33 0.25 0.00 0.43 0.42 0.14]
    [0.28 1.00 1.00 0.35 0.14 0.14 0.63 0.00 0.00 0.41 0.38 0.22 0.00 0.46 0.78 1.00 0.70 0.00 0.65 1.00 0.33 0.00 1.00 0.56 1.00 0.00 0.20 0.38 0.23 1.00 0.30 0.62 1.00 0.14 0.14 0.50 0.14 0.23 0.54 0.51]
    [0.58 0.37 0.34 0.00 0.14 1.00 0.38 0.35 1.00 0.62 0.53 0.90 0.50 0.48 0.53 0.70 1.00 1.00 0.54 0.14 0.00 0.14 0.60 0.88 0.31 0.72 0.49 0.54 0.43 0.63 0.49 0.25 1.00 0.38 1.00 0.14 0.00 0.32 0.79 0.00]
    [0.48 0.87 0.47 0.40 1.00 0.45 0.22 1.00 0.39 0.42 1.00 0.46 0.53 0.89 0.86 0.00 1.00 1.00 0.00 0.14 0.00 0.00 0.58 0.76 0.54 1.00 0.56 0.62 0.32 0.59 0.42 0.88 0.90 0.27 0.83 0.00 0.39 0.14 0.88 0.27]
    [0.66 0.36 1.00 0.64 0.47 0.39 0.24 0.52 0.31 0.40 0.14 0.77 0.80 0.76 0.31 0.65 0.54 0.00 1.00 0.61 1.00 0.00 0.00 0.14 0.49 0.43 0.53 0.00 0.81 0.87 0.52 0.77 0.56 0.29 0.00 0.14 0.36 0.24 1.00 0.52]
    [0.67 0.57 0.49 0.64 0.22 0.66 0.77 0.67 0.29 0.35 0.87 0.79 0.59 0.14 0.00 1.00 0.14 0.14 0.61 1.00 0.31 0.49 0.14 0.51 1.00 0.81 0.35 1.00 0.14 0.00 0.90 0.25 0.61 0.77 0.00 0.68 0.00 0.56 0.59 0.65]
    [0.45 0.41 0.87 0.29 0.80 0.65 0.14 0.74 0.00 0.25 0.82 0.90 0.33 0.66 0.22 0.33 0.00 0.00 1.00 0.31 1.00 0.29 0.77 0.29 0.20 0.58 0.00 0.43 0.70 0.26 0.00 0.14 0.14 0.00 0.68 0.34 0.87 0.63 0.68 0.45]
    [0.76 0.34 1.00 0.40 1.00 0.14 0.50 0.32 0.57 0.67 0.76 0.51 0.35 0.00 0.21 0.00 0.14 0.00 0.00 0.49 0.29 1.00 0.57 0.44 0.60 0.55 0.72 0.28 0.79 0.14 1.00 1.00 0.67 1.00 0.77 1.00 0.74 0.23 0.00 0.63]
    [0.52 0.72 0.61 0.39 0.00 0.64 0.66 0.00 0.24 0.46 0.00 0.47 0.47 0.71 0.00 1.00 0.60 0.58 0.00 0.14 0.77 0.57 1.00 0.82 0.00 0.30 0.71 0.69 0.38 0.63 0.00 0.90 1.00 0.72 0.00 0.65 0.55 0.57 1.00 0.29]
    [0.65 0.30 0.00 0.80 0.00 0.83 0.90 0.14 0.46 0.00 0.40 0.36 0.26 0.14 0.00 0.56 0.88 0.76 0.14 0.51 0.29 0.44 0.82 1.00 0.75 0.14 0.23 0.14 0.00 0.00 0.83 0.36 0.14 0.24 0.63 0.00 1.00 0.62 0.00 0.23]
    [0.20 0.00 0.21 0.14 0.47 0.00 0.85 0.75 0.62 0.26 0.32 0.52 0.86 0.14 0.52 1.00 0.31 0.54 0.49 1.00 0.20 0.60 0.00 0.75 1.00 0.00 0.14 0.74 0.39 0.14 0.57 0.76 0.66 1.00 1.00 0.90 1.00 0.55 1.00 1.00]
    [0.25 0.00 0.67 0.42 0.23 0.47 0.69 0.37 0.60 0.63 0.41 0.82 0.56 0.14 0.73 0.00 0.72 1.00 0.43 0.81 0.58 0.55 0.30 0.14 0.00 1.00 0.25 0.46 0.52 0.29 0.48 0.14 0.89 0.14 0.32 0.78 0.14 0.83 0.24 0.43]
    [0.76 0.00 0.30 0.76 0.14 0.66 0.61 0.76 0.00 0.28 0.14 0.83 0.32 0.43 0.14 0.20 0.49 0.56 0.53 0.35 0.00 0.72 0.71 0.23 0.14 0.25 1.00 0.49 0.58 0.82 0.46 0.42 0.65 1.00 0.24 0.14 0.51 0.00 0.32 0.70]
    [0.14 0.71 0.68 0.14 1.00 0.21 0.23 0.14 0.14 0.57 0.40 0.81 0.53 0.36 0.33 0.38 0.54 0.62 0.00 1.00 0.43 0.28 0.69 0.14 0.74 0.46 0.49 1.00 0.80 0.66 0.44 0.80 1.00 0.51 0.46 0.27 0.73 0.86 0.28 1.00]
    [0.14 1.00 0.00 0.85 0.80 0.60 0.48 0.14 0.70 0.48 0.58 0.42 0.14 0.72 0.49 0.23 0.43 0.32 0.81 0.14 0.70 0.79 0.38 0.00 0.39 0.52 0.58 0.80 1.00 0.35 0.42 0.14 0.59 0.14 0.82 0.53 0.14 0.47 0.42 0.79]
    [0.14 0.35 0.36 0.79 0.66 0.48 1.00 0.66 1.00 0.88 0.37 0.82 0.00 0.00 1.00 1.00 0.63 0.59 0.87 0.00 0.26 0.14 0.63 0.00 0.14 0.29 0.82 0.66 0.35 1.00 0.56 0.33 0.20 0.48 0.00 0.37 0.88 0.14 0.14 0.22]
    [0.26 1.00 0.14 0.45 0.40 0.48 0.79 0.65 0.85 1.00 1.00 0.88 0.31 0.66 0.26 0.30 0.49 0.42 0.52 0.90 0.00 1.00 0.00 0.83 0.57 0.48 0.46 0.44 0.42 0.56 1.00 0.00 0.49 0.38 0.46 0.00 0.84 0.49 1.00 0.27]
    [0.14 1.00 0.71 0.57 0.00 0.77 0.29 0.61 0.00 0.31 0.54 0.27 0.77 0.14 0.14 0.62 0.25 0.88 0.77 0.25 0.14 1.00 0.90 0.36 0.76 0.14 0.42 0.80 0.14 0.33 0.00 1.00 0.53 0.81 0.30 0.66 0.30 1.00 0.72 0.00]
