D = 3;
n = [3 3 3];

N = 20;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3];
m = [
    [1.00 0.88 0.73 0.00 0.76 0.83 0.86 0.14 0.92 0.82 0.73 0.78 0.78 0.00 0.94 0.14 0.83 0.93 0.95 0.74]
    [0.88 1.00 0.00 0.90 0.81 0.83 0.79 0.86 0.84 0.95 0.94 0.84 0.94 0.94 0.86 0.90 0.89 0.84 0.78 0.89]
    [0.73 0.00 1.00 0.80 1.00 0.91 0.79 0.83 1.00 0.92 0.78 0.79 0.00 0.88 0.90 0.00 1.00 0.96 0.14 0.94]
    [0.00 0.90 0.80 1.00 0.88 0.74 0.81 0.89 0.91 0.78 0.14 0.95 0.00 0.85 0.73 0.77 0.88 0.76 0.76 0.83]
    [0.76 0.81 1.00 0.88 1.00 0.96 0.00 0.83 0.79 0.84 0.88 0.00 0.86 1.00 1.00 0.14 0.80 0.94 0.79 0.00]
    [0.83 0.83 0.91 0.74 0.96 1.00 0.80 0.00 1.00 0.76 0.76 1.00 0.81 1.00 0.74 0.77 0.81 0.83 0.80 0.00]
    [0.86 0.79 0.79 0.81 0.00 0.80 1.00 0.75 0.80 0.14 0.78 0.84 0.86 1.00 0.92 0.87 0.92 0.74 0.90 0.91]
    [0.14 0.86 0.83 0.89 0.83 0.00 0.75 1.00 1.00 0.93 0.94 0.92 0.91 0.81 0.91 0.14 1.00 0.00 0.83 0.84]
    [0.92 0.84 1.00 0.91 0.79 1.00 0.80 1.00 1.00 0.00 0.74 0.78 0.85 1.00 0.83 0.00 0.79 0.90 0.81 0.00]
    [0.82 0.95 0.92 0.78 0.84 0.76 0.14 0.93 0.00 1.00 0.90 0.79 0.14 0.88 0.14 0.82 0.77 0.14 0.88 0.75]
    [0.73 0.94 0.78 0.14 0.88 0.76 0.78 0.94 0.74 0.90 1.00 0.81 0.00 0.73 0.14 1.00 0.95 0.75 0.86 0.14]
    [0.78 0.84 0.79 0.95 0.00 1.00 0.84 0.92 0.78 0.79 0.81 1.00 0.96 0.00 0.88 0.14 0.00 0.78 0.80 0.87]
    [0.78 0.94 0.00 0.00 0.86 0.81 0.86 0.91 0.85 0.14 0.00 0.96 1.00 0.81 0.88 0.79 0.00 0.75 0.00 0.00]
    [0.00 0.94 0.88 0.85 1.00 1.00 1.00 0.81 1.00 0.88 0.73 0.00 0.81 1.00 0.82 0.90 1.00 0.82 0.75 1.00]
    [0.94 0.86 0.90 0.73 1.00 0.74 0.92 0.91 0.83 0.14 0.14 0.88 0.88 0.82 1.00 0.92 0.76 0.85 0.00 0.91]
    [0.14 0.90 0.00 0.77 0.14 0.77 0.87 0.14 0.00 0.82 1.00 0.14 0.79 0.90 0.92 1.00 0.92 1.00 0.86 0.87]
    [0.83 0.89 1.00 0.88 0.80 0.81 0.92 1.00 0.79 0.77 0.95 0.00 0.00 1.00 0.76 0.92 1.00 0.86 0.95 0.95]
    [0.93 0.84 0.96 0.76 0.94 0.83 0.74 0.00 0.90 0.14 0.75 0.78 0.75 0.82 0.85 1.00 0.86 1.00 0.85 0.84]
    [0.95 0.78 0.14 0.76 0.79 0.80 0.90 0.83 0.81 0.88 0.86 0.80 0.00 0.75 0.00 0.86 0.95 0.85 1.00 0.75]
    [0.74 0.89 0.94 0.83 0.00 0.00 0.91 0.84 0.00 0.75 0.14 0.87 0.00 1.00 0.91 0.87 0.95 0.84 0.75 1.00]
];
