D = 3;
n = [3 3 3];

N = 38;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3];
m = [
    [1.00 0.66 0.00 0.85 1.00 0.14 0.70 0.83 0.14 0.00 0.87 0.35 0.57 0.62 1.00 0.37 1.00 0.64 0.80 0.40 0.79 0.90 0.00 0.27 0.76 0.44 0.52 0.56 0.14 0.20 0.00 0.00 0.82 0.70 0.45 1.00 1.00 0.62]
    [0.66 1.00 0.00 0.82 0.56 0.14 0.83 1.00 0.86 0.58 0.53 0.14 0.39 0.00 0.20 0.14 0.77 0.14 0.00 0.21 0.50 0.22 1.00 1.00 0.31 0.48 0.68 0.14 0.00 0.85 0.46 0.87 0.68 0.54 0.72 0.80 0.82 0.66]
    [0.00 0.00 1.00 0.28 0.76 0.70 0.23 0.39 0.29 0.36 0.52 0.27 0.00 0.86 0.14 0.71 0.14 0.75 0.00 0.88 0.23 1.00 0.00 0.00 0.00 0.38 0.56 0.27 0.14 0.14 0.85 0.28 0.00 0.55 0.49 0.51 0.44 0.56]
    [0.85 0.82 0.28 1.00 0.67 0.21 1.00 0.14 0.48 0.26 0.14 0.40 0.45 0.00 0.00 0.14 0.41 0.38 0.75 0.44 0.00 0.14 0.63 0.80 0.14 0.81 1.00 0.28 0.87 0.32 0.72 0.86 1.00 1.00 0.14 0.61 0.00 0.00]
    [1.00 0.56 0.76 0.67 1.00 0.58 1.00 0.20 0.00 0.53 0.41 0.62 0.72 1.00 0.59 0.50 0.00 0.14 0.14 0.80 0.50 0.14 1.00 0.41 0.83 0.90 0.40 0.80 0.54 0.62 0.20 0.00 0.54 1.00 0.75 0.14 0.76 0.63]
    [0.14 0.14 0.70 0.21 0.58 1.00 0.66 0.67 0.85 0.00 0.46 0.14 0.53 1.00 0.20 0.48 0.29 0.00 0.14 0.14 1.00 0.87 0.81 0.86 1.00 1.00 0.57 0.57 0.14 0.41 0.59 0.83 1.00 0.32 0.14 0.72 0.29 0.70]
    [0.70 0.83 0.23 1.00 1.00 0.66 1.00 0.70 0.00 0.47 0.35 0.00 0.66 0.29 0.44 0.35 0.55 0.14 0.88 0.35 0.79 0.63 0.00 0.14 1.00 0.14 0.63 0.21 0.14 0.00 0.73 0.79 0.70 0.63 0.25 1.00 0.89 0.00]
    [0.83 1.00 0.39 0.14 0.20 0.67 0.70 1.00 0.00 1.00 0.64 0.64 0.00 0.81 0.52 0.61 0.80 0.72 0.80 0.37 0.49 0.77 0.00 0.00 0.83 0.82 0.14 0.14 0.14 0.66 0.14 0.72 0.54 0.78 0.64 0.86 0.73 0.14]
    [0.14 0.86 0.29 0.48 0.00 0.85 0.00 0.00 1.00 0.27 1.00 0.40 0.27 0.67 0.14 0.00 0.00 0.51 0.70 1.00 0.67 0.59 0.82 0.63 0.42 0.60 0.22 0.50 0.79 1.00 0.60 0.53 0.26 0.21 0.51 0.76 0.82 0.65]
    [0.00 0.58 0.36 0.26 0.53 0.00 0.47 1.00 0.27 1.00 1.00 0.00 0.24 0.53 0.57 1.00 0.14 0.14 0.85 0.56 1.00 1.00 0.71 0.86 0.14 0.48 0.32 0.00 0.44 0.14 1.00 0.40 1.00 0.78 0.90 0.00 0.61 0.37]
    [0.87 0.53 0.52 0.14 0.41 0.46 0.35 0.64 1.00 1.00 1.00 0.61 0.29 0.14 0.00 0.54 0.26 0.28 1.00 0.73 1.00 0.82 0.00 0.48 0.31 0.64 1.00 0.30 0.28 0.54 1.00 0.14 0.79 0.26 0.26 0.14 0.36 0.35]
    [0.35 0.14 0.27 0.40 0.62 0.14 0.00 0.64 0.40 0.00 0.61 1.00 0.14 0.00 0.84 0.31 0.66 0.22 0.36 0.35 0.00 0.20 0.89 1.00 0.58 0.00 0.45 0.00 0.48 1.00 0.83 0.90 0.00 0.73 0.00 0.53 0.00 0.67]
    [0.57 0.39 0.00 0.45 0.72 0.53 0.66 0.00 0.27 0.24 0.29 0.14 1.00 0.49 0.36 0.86 0.48 0.52 0.24 0.80 0.55 0.00 0.26 0.76 0.28 0.81 0.00 0.57 0.23 0.62 0.54 0.83 0.60 0.53 0.64 0.52 0.14 0.51]
    [0.62 0.00 0.86 0.00 1.00 1.00 0.29 0.81 0.67 0.53 0.14 0.00 0.49 1.00 0.38 0.67 0.75 0.26 0.45 0.14 0.14 0.70 0.24 0.24 0.48 1.00 0.31 0.80 0.25 1.00 0.00 0.00 1.00 0.43 0.47 0.84 1.00 1.00]
    [1.00 0.20 0.14 0.00 0.59 0.20 0.44 0.52 0.14 0.57 0.00 0.84 0.36 0.38 1.00 0.29 0.54 0.72 1.00 0.14 0.42 1.00 0.74 0.80 0.61 0.00 0.88 0.37 1.00 0.79 0.74 0.55 1.00 0.88 0.70 0.44 0.14 0.00]
    [0.37 0.14 0.71 0.14 0.50 0.48 0.35 0.61 0.00 1.00 0.54 0.31 0.86 0.67 0.29 1.00 0.49 0.44 0.00 0.43 0.52 1.00 0.38 0.48 0.31 1.00 0.67 0.51 0.38 0.83 0.56 0.00 0.79 0.42 0.90 0.88 0.35 1.00]
    [1.00 0.77 0.14 0.41 0.00 0.29 0.55 0.80 0.00 0.14 0.26 0.66 0.48 0.75 0.54 0.49 1.00 0.40 0.54 0.58 0.14 0.90 0.71 0.83 0.35 1.00 0.63 0.14 0.45 0.82 0.77 1.00 0.36 0.80 0.36 0.77 0.35 0.82]
    [0.64 0.14 0.75 0.38 0.14 0.00 0.14 0.72 0.51 0.14 0.28 0.22 0.52 0.26 0.72 0.44 0.40 1.00 0.64 0.00 0.00 0.14 0.00 0.52 0.88 0.47 0.00 0.62 0.27 0.58 0.71 0.48 0.55 0.14 0.40 0.00 1.00 0.14]
    [0.80 0.00 0.00 0.75 0.14 0.14 0.88 0.80 0.70 0.85 1.00 0.36 0.24 0.45 1.00 0.00 0.54 0.64 1.00 0.55 0.23 0.58 0.24 0.00 0.55 0.67 0.00 0.44 0.64 0.72 1.00 0.23 1.00 0.87 0.56 0.52 0.22 1.00]
    [0.40 0.21 0.88 0.44 0.80 0.14 0.35 0.37 1.00 0.56 0.73 0.35 0.80 0.14 0.14 0.43 0.58 0.00 0.55 1.00 0.76 0.25 0.61 0.40 0.14 0.00 1.00 0.77 0.14 0.39 0.62 0.59 0.47 1.00 0.44 0.14 0.51 0.74]
